"date","center_name","주문(취소제외)"
"2025-05-11","울산남구점",6917
"2025-05-11","원주점",9656
"2025-05-11","은평점",13755
"2025-05-11","의정부점",11616
"2025-05-11","인천검단점",5436
"2025-05-11","인천남부점",16726
"2025-05-11","인천부평점",20418
"2025-05-11","인천연수점",12457
"2025-05-11","인천용현점",8503
"2025-05-11","인천청라점",10840
"2025-05-11","일산점",11299
"2025-05-11","전주점",6308
"2025-05-11","중구명동점",7349
"2025-05-11","중랑면목점",13568
"2025-05-11","창원점",5992
"2025-05-11","천안점",15751
"2025-05-11","청주상당점",8717
"2025-05-11","청주흥덕점",9205
"2025-05-11","춘천점",5004
"2025-05-11","파주점",8531
"2025-05-11","평택고덕점",6961
"2025-05-11","평택점",14357
"2025-05-11","하남점",9910
"2025-05-12","강남논현점",8161
"2025-05-12","강남압구정점",4982
"2025-05-12","강남양재점",8950
"2025-05-12","강동천호점",8728
"2025-05-12","강북미아점",8848
"2025-05-12","강서가양점",8612
"2025-05-12","강서화곡점",11419
"2025-05-12","고양점",3682
"2025-05-12","관악신림점",10880
"2025-05-12","광진자양점",9608
"2025-05-12","구로신도림점",6003
"2025-05-12","구리점",6131
"2025-05-12","군포점",3808
"2025-05-12","금천독산점",7605
"2025-05-12","김포점",6315
"2025-05-12","김해점",3508
"2025-05-12","노원중계점",7400
"2025-05-12","대구달서점",7766
"2025-05-12","대구북구점",3975
"2025-05-12","대구수성점",5855
"2025-05-12","대구중구점",5505
"2025-05-12","대전서구점",8729
"2025-05-12","대전유성점",4712
"2025-05-12","대전중구점",6880
"2025-05-12","도봉쌍문점",9186
"2025-05-12","동대문제기점",9551
"2025-05-12","동작상도점",6662
"2025-05-12","동탄점",9529
"2025-05-12","마포상암점",6436
"2025-05-12","부산남구점",5801
"2025-05-12","부산동래점",7593
"2025-05-12","부산사하점",4737
"2025-05-12","부산진구점",8974
"2025-05-12","부산해운대점",4446
"2025-05-12","부천점",9968
"2025-05-12","분당점",8695
"2025-05-12","서대문신촌점",14911
"2025-05-12","서초교대점",5130
"2025-05-12","서초내방점",6489
"2025-05-12","서초반포점",5076
"2025-05-12","성남점",8639
"2025-05-12","성동옥수점",5873
"2025-05-12","송파문정점",4945
"2025-05-12","송파신천점",3880
"2025-05-12","송파잠실점",6204
"2025-05-12","수원광교점",5886
"2025-05-12","수원권선점",4653
"2025-05-12","수원인계점",10046
"2025-05-12","시흥점",5640
"2025-05-12","안산점",10193
"2025-05-12","안양점",7770
"2025-05-12","영등포신길점",8846
"2025-05-12","오산점",5308
"2025-05-12","용산한남점",6487
"2025-05-12","용인점",7939
"2025-05-12","울산남구점",5674
"2025-05-12","원주점",7139
"2025-05-12","은평점",7725
"2025-05-12","의정부점",8092
"2025-05-12","인천검단점",3230
"2025-05-12","인천남부점",9716
"2025-05-12","인천부평점",12932
"2025-05-12","인천연수점",7003
"2025-05-12","인천용현점",5080
"2025-05-12","인천청라점",6600
"2025-05-12","일산점",7260
"2025-05-12","전주점",4908
"2025-05-12","중구명동점",4950
"2025-05-12","중랑면목점",7795
"2025-05-12","창원점",3568
"2025-05-12","천안점",10096
"2025-05-12","청주상당점",5814
"2025-05-12","청주흥덕점",6042
"2025-05-12","춘천점",3606
"2025-05-12","파주점",5953
"2025-05-12","평택고덕점",3808
"2025-05-12","평택점",9822
"2025-05-12","하남점",6182
"2025-05-13","강남논현점",8698
"2025-05-13","강남압구정점",4644
"2025-05-13","강남양재점",8661
"2025-05-13","강동천호점",8353
"2025-05-13","강북미아점",9421
"2025-05-13","강서가양점",8779
"2025-05-13","강서화곡점",12040
"2025-05-13","고양점",3709
"2025-05-13","관악신림점",10790
"2025-05-13","광진자양점",9753
"2025-05-13","구로신도림점",6744
"2025-05-13","구리점",5908
"2025-05-13","군포점",3627
"2025-05-13","금천독산점",7785
"2025-05-13","김포점",6203
"2025-05-13","김해점",3729
"2025-05-13","노원중계점",7474
"2025-05-13","대구달서점",7469
"2025-05-13","대구북구점",3403
"2025-05-13","대구수성점",5538
"2025-05-13","대구중구점",5284
"2025-05-13","대전서구점",8434
"2025-05-13","대전유성점",4262
"2025-05-13","대전중구점",6622
"2025-05-13","도봉쌍문점",9090
"2025-05-13","동대문제기점",10249
"2025-05-13","동작상도점",6210
"2025-05-13","동탄점",8814
"2025-05-13","마포상암점",5647
"2025-05-13","부산남구점",5130
"2025-05-13","부산동래점",5874
"2025-05-13","부산사하점",4116
"2025-05-13","부산진구점",8026
"2025-05-13","부산해운대점",3594
"2025-05-13","부천점",10335
"2025-05-13","분당점",8688
"2025-05-13","서대문신촌점",14980
"2025-05-13","서초교대점",5698
"2025-05-13","서초내방점",5988
"2025-05-13","서초반포점",4910
"2025-05-13","성남점",8604
"2025-05-13","성동옥수점",7012
"2025-05-13","송파문정점",5143
"2025-05-13","송파신천점",3937
"2025-05-13","송파잠실점",6322
"2025-05-13","수원광교점",5684
"2025-05-13","수원권선점",4738
"2025-05-13","수원인계점",9983
"2025-05-13","시흥점",5417
"2025-05-13","안산점",9835
"2025-05-13","안양점",7778
"2025-05-13","영등포신길점",8471
"2025-05-13","오산점",6208
"2025-05-13","용산한남점",6523
"2025-05-13","용인점",7074
"2025-05-13","울산남구점",4905
"2025-05-13","원주점",6903
"2025-05-13","은평점",7955
"2025-05-13","의정부점",6868
"2025-05-13","인천검단점",3245
"2025-05-13","인천남부점",10146
"2025-05-13","인천부평점",13149
"2025-05-13","인천연수점",7356
"2025-05-13","인천용현점",5751
"2025-05-13","인천청라점",6339
"2025-05-13","일산점",7451
"2025-05-13","전주점",4720
"2025-05-13","중구명동점",5349
"2025-05-13","중랑면목점",7609
"2025-05-13","창원점",3776
"2025-05-13","천안점",10447
"2025-05-13","청주상당점",5779
"2025-05-13","청주흥덕점",5917
"2025-05-13","춘천점",3405
"2025-05-13","파주점",6404
"2025-05-13","평택고덕점",3547
"2025-05-13","평택점",9709
"2025-05-13","하남점",6131
"2025-05-14","강남논현점",8728
"2025-05-14","강남압구정점",4640
"2025-05-14","강남양재점",9015
"2025-05-14","강동천호점",8195
"2025-05-14","강북미아점",8600
"2025-05-14","강서가양점",8583
"2025-05-14","강서화곡점",11986
"2025-05-14","고양점",3990
"2025-05-14","관악신림점",10483
"2025-05-14","광진자양점",9012
"2025-05-14","구로신도림점",5896
"2025-05-14","구리점",6685
"2025-05-14","군포점",3593
"2025-05-14","금천독산점",6985
"2025-05-14","김포점",6370
"2025-05-14","김해점",3544
"2025-05-14","노원중계점",7382
"2025-05-14","대구달서점",6733
"2025-05-14","대구북구점",3194
"2025-05-14","대구수성점",5624
"2025-05-14","대구중구점",4852
"2025-05-14","대전서구점",8515
"2025-05-14","대전유성점",4529
"2025-05-14","대전중구점",6480
"2025-05-14","도봉쌍문점",9191
"2025-05-14","동대문제기점",10400
"2025-05-14","동작상도점",6046
"2025-05-14","동탄점",7951
"2025-05-14","마포상암점",5863
"2025-05-14","부산남구점",4981
"2025-05-14","부산동래점",6063
"2025-05-14","부산사하점",3782
"2025-05-14","부산진구점",7371
"2025-05-14","부산해운대점",3322
"2025-05-14","부천점",9220
"2025-05-14","분당점",8788
"2025-05-14","서대문신촌점",14833
"2025-05-14","서초교대점",5799
"2025-05-14","서초내방점",6212
"2025-05-14","서초반포점",5466
"2025-05-14","성남점",8563
"2025-05-14","성동옥수점",6670
"2025-05-14","송파문정점",5619
"2025-05-14","송파신천점",3906
"2025-05-14","송파잠실점",5897
"2025-05-14","수원광교점",5579
"2025-05-14","수원권선점",4647
"2025-05-14","수원인계점",9974
"2025-05-14","시흥점",5571
"2025-05-14","안산점",10046
"2025-05-14","안양점",8556
"2025-05-14","영등포신길점",8789
"2025-05-14","오산점",6218
"2025-05-14","용산한남점",6678
"2025-05-14","용인점",7423
"2025-05-14","울산남구점",5428
"2025-05-14","원주점",8009
"2025-05-14","은평점",7498
"2025-05-14","의정부점",8020
"2025-05-14","인천검단점",3278
"2025-05-14","인천남부점",10023
"2025-05-14","인천부평점",12425
"2025-05-14","인천연수점",6931
"2025-05-14","인천용현점",5162
"2025-05-14","인천청라점",6014
"2025-05-14","일산점",8206
"2025-05-14","전주점",5184
"2025-05-14","중구명동점",5203
"2025-05-14","중랑면목점",8144
"2025-05-14","창원점",3444
"2025-05-14","천안점",10258
"2025-05-14","청주상당점",6276
"2025-05-14","청주흥덕점",6832
"2025-05-14","춘천점",3290
"2025-05-14","파주점",6025
"2025-05-14","평택고덕점",3882
"2025-05-14","평택점",9116
"2025-05-14","하남점",5776
