"date","center_name","주문(취소제외)"
"2025-04-06","동대문제기점",13469
"2025-04-06","동작상도점",9272
"2025-04-06","동탄점",12222
"2025-04-06","마포상암점",8416
"2025-04-06","부산남구점",5850
"2025-04-06","부산동래점",7947
"2025-04-06","부산사하점",4780
"2025-04-06","부산진구점",8915
"2025-04-06","부산해운대점",4642
"2025-04-06","부천점",14012
"2025-04-06","분당점",12995
"2025-04-06","서대문신촌점",21175
"2025-04-06","서초교대점",7015
"2025-04-06","서초내방점",9635
"2025-04-06","서초반포점",6388
"2025-04-06","성남점",13120
"2025-04-06","성동옥수점",9284
"2025-04-06","송파문정점",7928
"2025-04-06","송파신천점",5588
"2025-04-06","송파잠실점",8180
"2025-04-06","수원광교점",7095
"2025-04-06","수원권선점",6557
"2025-04-06","수원인계점",13852
"2025-04-06","시흥점",7203
"2025-04-06","안산점",13390
"2025-04-06","안양점",10257
"2025-04-06","영등포신길점",12567
"2025-04-06","오산점",8362
"2025-04-06","용산한남점",8712
"2025-04-06","용인점",9238
"2025-04-06","울산남구점",5993
"2025-04-06","원주점",9067
"2025-04-06","은평점",10819
"2025-04-06","의정부점",10429
"2025-04-06","인천검단점",3897
"2025-04-06","인천남부점",15127
"2025-04-06","인천부평점",17563
"2025-04-06","인천연수점",9503
"2025-04-06","인천용현점",5782
"2025-04-06","인천청라점",8481
"2025-04-06","일산점",10619
"2025-04-06","중구명동점",5908
"2025-04-06","중랑면목점",11145
"2025-04-06","창원점",4376
"2025-04-06","천안점",13541
"2025-04-06","청주상당점",6891
"2025-04-06","청주흥덕점",8183
"2025-04-06","춘천점",3710
"2025-04-06","파주점",7271
"2025-04-06","평택고덕점",3754
"2025-04-06","평택점",11943
"2025-04-06","하남점",7840
"2025-04-07","강남논현점",8199
"2025-04-07","강남압구정점",4217
"2025-04-07","강남양재점",9220
"2025-04-07","강동천호점",7744
"2025-04-07","강북미아점",8558
"2025-04-07","강서가양점",8290
"2025-04-07","강서화곡점",11993
"2025-04-07","고양점",3427
"2025-04-07","관악신림점",10140
"2025-04-07","광진자양점",8890
"2025-04-07","구로신도림점",5480
"2025-04-07","구리점",5084
"2025-04-07","군포점",3497
"2025-04-07","금천독산점",7200
"2025-04-07","김포점",5435
"2025-04-07","김해점",3195
"2025-04-07","노원중계점",6439
"2025-04-07","대구달서점",6328
"2025-04-07","대구북구점",3115
"2025-04-07","대구수성점",5194
"2025-04-07","대구중구점",4295
"2025-04-07","대전서구점",8542
"2025-04-07","대전유성점",4299
"2025-04-07","대전중구점",6118
"2025-04-07","도봉쌍문점",9492
"2025-04-07","동대문제기점",8895
"2025-04-07","동작상도점",6300
"2025-04-07","동탄점",8064
"2025-04-07","마포상암점",5179
"2025-04-07","부산남구점",4586
"2025-04-07","부산동래점",5618
"2025-04-07","부산사하점",3784
"2025-04-07","부산진구점",7264
"2025-04-07","부산해운대점",3585
"2025-04-07","부천점",8906
"2025-04-07","분당점",9078
"2025-04-07","서대문신촌점",14640
"2025-04-07","서초교대점",5336
"2025-04-07","서초내방점",5657
"2025-04-07","서초반포점",4943
"2025-04-07","성남점",8027
"2025-04-07","성동옥수점",6101
"2025-04-07","송파문정점",4871
"2025-04-07","송파신천점",3613
"2025-04-07","송파잠실점",5729
"2025-04-07","수원광교점",5271
"2025-04-07","수원권선점",4363
"2025-04-07","수원인계점",9899
"2025-04-07","시흥점",4556
"2025-04-07","안산점",8928
"2025-04-07","안양점",7394
"2025-04-07","영등포신길점",8452
"2025-04-07","오산점",5238
"2025-04-07","용산한남점",6599
"2025-04-07","용인점",6908
"2025-04-07","울산남구점",5251
"2025-04-07","원주점",5920
"2025-04-07","은평점",7509
"2025-04-07","의정부점",7401
"2025-04-07","인천검단점",2682
"2025-04-07","인천남부점",10233
"2025-04-07","인천부평점",11369
"2025-04-07","인천연수점",6717
"2025-04-07","인천용현점",4754
"2025-04-07","인천청라점",6254
"2025-04-07","일산점",6588
"2025-04-07","중구명동점",5338
"2025-04-07","중랑면목점",7871
"2025-04-07","창원점",2875
"2025-04-07","천안점",10758
"2025-04-07","청주상당점",4899
"2025-04-07","청주흥덕점",5356
"2025-04-07","춘천점",2893
"2025-04-07","파주점",5247
"2025-04-07","평택고덕점",2557
"2025-04-07","평택점",8969
"2025-04-07","하남점",5621
"2025-04-08","강남논현점",7438
"2025-04-08","강남압구정점",4320
"2025-04-08","강남양재점",8127
"2025-04-08","강동천호점",7250
"2025-04-08","강북미아점",7862
"2025-04-08","강서가양점",8140
"2025-04-08","강서화곡점",11761
"2025-04-08","고양점",2778
"2025-04-08","관악신림점",10287
"2025-04-08","광진자양점",8796
"2025-04-08","구로신도림점",5356
"2025-04-08","구리점",4959
"2025-04-08","군포점",3270
"2025-04-08","금천독산점",6353
"2025-04-08","김포점",5074
"2025-04-08","김해점",2964
"2025-04-08","노원중계점",6074
"2025-04-08","대구달서점",6158
"2025-04-08","대구북구점",3140
"2025-04-08","대구수성점",4388
"2025-04-08","대구중구점",4276
"2025-04-08","대전서구점",8551
"2025-04-08","대전유성점",4350
"2025-04-08","대전중구점",6201
"2025-04-08","도봉쌍문점",8768
"2025-04-08","동대문제기점",8373
"2025-04-08","동작상도점",5526
"2025-04-08","동탄점",7226
"2025-04-08","마포상암점",5142
"2025-04-08","부산남구점",4217
"2025-04-08","부산동래점",5761
"2025-04-08","부산사하점",3617
"2025-04-08","부산진구점",6999
"2025-04-08","부산해운대점",2950
"2025-04-08","부천점",9614
"2025-04-08","분당점",8862
"2025-04-08","서대문신촌점",13349
"2025-04-08","서초교대점",4690
"2025-04-08","서초내방점",5861
"2025-04-08","서초반포점",4569
"2025-04-08","성남점",8179
"2025-04-08","성동옥수점",6025
"2025-04-08","송파문정점",4717
"2025-04-08","송파신천점",3379
"2025-04-08","송파잠실점",5597
"2025-04-08","수원광교점",4932
"2025-04-08","수원권선점",4075
"2025-04-08","수원인계점",9515
"2025-04-08","시흥점",4865
"2025-04-08","안산점",8704
"2025-04-08","안양점",6608
"2025-04-08","영등포신길점",7600
"2025-04-08","오산점",5068
"2025-04-08","용산한남점",5472
"2025-04-08","용인점",6439
"2025-04-08","울산남구점",4743
"2025-04-08","원주점",6407
"2025-04-08","은평점",6803
"2025-04-08","의정부점",7061
"2025-04-08","인천검단점",2246
"2025-04-08","인천남부점",9464
"2025-04-08","인천부평점",11478
"2025-04-08","인천연수점",6157
"2025-04-08","인천용현점",4557
"2025-04-08","인천청라점",5732
"2025-04-08","일산점",6944
"2025-04-08","중구명동점",4361
"2025-04-08","중랑면목점",6501
"2025-04-08","창원점",2984
"2025-04-08","천안점",10624
"2025-04-08","청주상당점",5128
"2025-04-08","청주흥덕점",5359
"2025-04-08","춘천점",2575
"2025-04-08","파주점",5109
"2025-04-08","평택고덕점",2611
"2025-04-08","평택점",8338
"2025-04-08","하남점",4968
"2025-04-09","강남논현점",8513
"2025-04-09","강남압구정점",5133
"2025-04-09","강남양재점",9450
"2025-04-09","강동천호점",8224
"2025-04-09","강북미아점",8389
"2025-04-09","강서가양점",9376
"2025-04-09","강서화곡점",12676
"2025-04-09","고양점",4046
"2025-04-09","관악신림점",10508
"2025-04-09","광진자양점",9794
"2025-04-09","구로신도림점",6378
"2025-04-09","구리점",6637
"2025-04-09","군포점",4181
"2025-04-09","금천독산점",6788
"2025-04-09","김포점",6900
"2025-04-09","김해점",2966
"2025-04-09","노원중계점",7353
"2025-04-09","대구달서점",6981
"2025-04-09","대구북구점",3362
"2025-04-09","대구수성점",5602
"2025-04-09","대구중구점",4444
"2025-04-09","대전서구점",7955
"2025-04-09","대전유성점",4063
"2025-04-09","대전중구점",6891
"2025-04-09","도봉쌍문점",9826
"2025-04-09","동대문제기점",10539
"2025-04-09","동작상도점",5981
"2025-04-09","동탄점",8200
"2025-04-09","마포상암점",6246
"2025-04-09","부산남구점",4595
"2025-04-09","부산동래점",6003
"2025-04-09","부산사하점",4202
"2025-04-09","부산진구점",7287
"2025-04-09","부산해운대점",3492
"2025-04-09","부천점",11081
"2025-04-09","분당점",9091
"2025-04-09","서대문신촌점",15205
"2025-04-09","서초교대점",5790
"2025-04-09","서초내방점",5982
"2025-04-09","서초반포점",5470
"2025-04-09","성남점",9380
"2025-04-09","성동옥수점",6699
"2025-04-09","송파문정점",5633
"2025-04-09","송파신천점",4308
"2025-04-09","송파잠실점",5911
"2025-04-09","수원광교점",4953
"2025-04-09","수원권선점",4783
"2025-04-09","수원인계점",10547
"2025-04-09","시흥점",5572
"2025-04-09","안산점",9780
"2025-04-09","안양점",8251
"2025-04-09","영등포신길점",8996
"2025-04-09","오산점",5869
"2025-04-09","용산한남점",6527
"2025-04-09","용인점",7417
"2025-04-09","울산남구점",5951
"2025-04-09","원주점",7545
"2025-04-09","은평점",7129
"2025-04-09","의정부점",8889
"2025-04-09","인천검단점",3260
"2025-04-09","인천남부점",10561
"2025-04-09","인천부평점",13505
"2025-04-09","인천연수점",7297
"2025-04-09","인천용현점",5039
"2025-04-09","인천청라점",6591
"2025-04-09","일산점",8348
"2025-04-09","중구명동점",5376
"2025-04-09","중랑면목점",7442
"2025-04-09","창원점",3207
"2025-04-09","천안점",10237
"2025-04-09","청주상당점",6583
"2025-04-09","청주흥덕점",7174
"2025-04-09","춘천점",3022
"2025-04-09","파주점",6916
"2025-04-09","평택고덕점",2868
"2025-04-09","평택점",9767
"2025-04-09","하남점",6425
"2025-04-10","강남논현점",8167
"2025-04-10","강남압구정점",4971
"2025-04-10","강남양재점",9471
"2025-04-10","강동천호점",8349
"2025-04-10","강북미아점",8712
"2025-04-10","강서가양점",8659
"2025-04-10","강서화곡점",12840
"2025-04-10","고양점",3760
"2025-04-10","관악신림점",10778
"2025-04-10","광진자양점",9301
"2025-04-10","구로신도림점",6278
"2025-04-10","구리점",5555
"2025-04-10","군포점",3477
"2025-04-10","금천독산점",7144
"2025-04-10","김포점",5902
"2025-04-10","김해점",3017
"2025-04-10","노원중계점",7405
"2025-04-10","대구달서점",6589
"2025-04-10","대구북구점",3093
"2025-04-10","대구수성점",5383
"2025-04-10","대구중구점",5110
"2025-04-10","대전서구점",8704
"2025-04-10","대전유성점",4761
"2025-04-10","대전중구점",6140
"2025-04-10","도봉쌍문점",9858
"2025-04-10","동대문제기점",10117
"2025-04-10","동작상도점",5956
"2025-04-10","동탄점",7946
"2025-04-10","마포상암점",5907
"2025-04-10","부산남구점",4671
"2025-04-10","부산동래점",6392
"2025-04-10","부산사하점",3672
"2025-04-10","부산진구점",8102
"2025-04-10","부산해운대점",3989
"2025-04-10","부천점",10373
"2025-04-10","분당점",9127
"2025-04-10","서대문신촌점",15161
"2025-04-10","서초교대점",5344
"2025-04-10","서초내방점",5694
"2025-04-10","서초반포점",4785
"2025-04-10","성남점",9325
"2025-04-10","성동옥수점",6495
"2025-04-10","송파문정점",5233
"2025-04-10","송파신천점",3762
"2025-04-10","송파잠실점",6295
"2025-04-10","수원광교점",5410
"2025-04-10","수원권선점",4574
"2025-04-10","수원인계점",10863
"2025-04-10","시흥점",5234
"2025-04-10","안산점",10392
"2025-04-10","안양점",7175
"2025-04-10","영등포신길점",7831
"2025-04-10","오산점",5755
"2025-04-10","용산한남점",6036
"2025-04-10","용인점",6911
"2025-04-10","울산남구점",5140
"2025-04-10","원주점",6990
"2025-04-10","은평점",7277
"2025-04-10","의정부점",7435
"2025-04-10","인천검단점",3238
"2025-04-10","인천남부점",10938
"2025-04-10","인천부평점",12630
"2025-04-10","인천연수점",6804
"2025-04-10","인천용현점",4864
"2025-04-10","인천청라점",6227
"2025-04-10","일산점",7396
"2025-04-10","중구명동점",5104
"2025-04-10","중랑면목점",7539
"2025-04-10","창원점",3407
"2025-04-10","천안점",10277
"2025-04-10","청주상당점",6075
"2025-04-10","청주흥덕점",6167
"2025-04-10","춘천점",2840
"2025-04-10","파주점",5929
"2025-04-10","평택고덕점",2746
"2025-04-10","평택점",9179
"2025-04-10","하남점",6047
"2025-04-11","강남논현점",8633
"2025-04-11","강남압구정점",4470
"2025-04-11","강남양재점",8659
"2025-04-11","강동천호점",8509
"2025-04-11","강북미아점",8330
"2025-04-11","강서가양점",9208
"2025-04-11","강서화곡점",12614
"2025-04-11","고양점",3519
"2025-04-11","관악신림점",11211
"2025-04-11","광진자양점",9651
"2025-04-11","구로신도림점",6299
"2025-04-11","구리점",5432
"2025-04-11","군포점",3588
"2025-04-11","금천독산점",7191
"2025-04-11","김포점",5424
"2025-04-11","김해점",2768
"2025-04-11","노원중계점",6541
"2025-04-11","대구달서점",7423
"2025-04-11","대구북구점",3371
"2025-04-11","대구수성점",4735
"2025-04-11","대구중구점",4729
"2025-04-11","대전서구점",8827
"2025-04-11","대전유성점",4722
"2025-04-11","대전중구점",6479
"2025-04-11","도봉쌍문점",9864
"2025-04-11","동대문제기점",10488
"2025-04-11","동작상도점",6059
"2025-04-11","동탄점",8366
"2025-04-11","마포상암점",6126
"2025-04-11","부산남구점",5102
"2025-04-11","부산동래점",6047
"2025-04-11","부산사하점",3714
"2025-04-11","부산진구점",7477
"2025-04-11","부산해운대점",3433
"2025-04-11","부천점",9962
"2025-04-11","분당점",8834
"2025-04-11","서대문신촌점",15462
"2025-04-11","서초교대점",5359
"2025-04-11","서초내방점",6956
"2025-04-11","서초반포점",5211
"2025-04-11","성남점",9208
"2025-04-11","성동옥수점",6810
"2025-04-11","송파문정점",5300
"2025-04-11","송파신천점",3840
"2025-04-11","송파잠실점",6730
"2025-04-11","수원광교점",5598
"2025-04-11","수원권선점",4303
"2025-04-11","수원인계점",10257
"2025-04-11","시흥점",5181
"2025-04-11","안산점",9666
"2025-04-11","안양점",7922
"2025-04-11","영등포신길점",8759
"2025-04-11","오산점",5288
"2025-04-11","용산한남점",7088
"2025-04-11","용인점",7036
"2025-04-11","울산남구점",4789
"2025-04-11","원주점",6446
"2025-04-11","은평점",7960
"2025-04-11","의정부점",6919
"2025-04-11","인천검단점",3201
"2025-04-11","인천남부점",10575
"2025-04-11","인천부평점",12931
"2025-04-11","인천연수점",6900
"2025-04-11","인천용현점",5012
"2025-04-11","인천청라점",6183
"2025-04-11","일산점",7357
"2025-04-11","중구명동점",4822
"2025-04-11","중랑면목점",8027
