"일자","시간","FC명","작업자","입고 시간","진열 시간","입고진열 시간","입고지원 시간","총 입고시간","피킹대기 시간","피킹 시간","패킹 시간","총 피패킹 시간","지원 시간","휴게 시간","매뉴얼_미작업","오토_미작업","총 합계시간"
"2025-05-08","06","동작상도점","JyyMX24m","0.0","0.0","27.9","0.0","27.9","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","28.1"
"2025-05-08","06","대구달서점","Ulhpb7xc","0.0","0.0","59.6","0.6","60.2","0.0","0.0","0.0","0.0","1.3","0.0","0.3","0.0","61.8"
"2025-05-08","06","서초반포점","fYW0eROT","0.0","0.0","78.1","0.0","78.1","0.0","0.0","0.0","0.0","1.6","13.4","0.0","0.0","93.1"
"2025-05-08","06","성동옥수점","J3j6AOjf","0.0","0.0","104.2","0.2","104.4","0.0","0.0","0.0","0.0","0.0","5.8","0.5","0.0","110.7"
"2025-05-08","06","오산점","dI6AOx4K","0.0","0.0","41.0","0.0","41.0","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","41.1"
"2025-05-08","06","인천용현점","Qu949fGd","0.0","0.0","17.1","0.0","17.1","0.0","0.0","0.0","0.0","35.2","0.0","0.0","0.0","52.3"
"2025-05-08","06","중랑면목점","T6K4WlvC","0.0","0.0","42.5","0.0","42.5","0.0","0.0","0.0","0.0","10.3","0.0","0.1","0.0","52.9"
"2025-05-08","06","광진자양점","BRg8bzR6","0.0","0.0","11.3","0.0","11.3","2.5","5.7","3.8","12.0","38.7","0.0","0.1","0.0","62.1"
"2025-05-08","06","대구수성점","v03KN7JJ","0.0","0.0","50.7","0.0","50.7","0.0","0.0","0.0","0.0","0.2","0.0","4.3","0.0","55.2"
"2025-05-08","06","수원인계점","L2Pr9bao","0.0","0.0","55.5","0.0","55.5","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","55.6"
"2025-05-08","06","성남점","6xxTTQr4","0.0","0.0","45.1","0.0","45.1","0.0","0.0","0.0","0.0","15.9","0.0","0.6","0.0","61.6"
"2025-05-08","06","의정부점","Utd8NYo4","0.0","0.0","76.3","0.0","76.3","2.2","5.8","1.8","9.8","4.6","0.0","2.8","0.5","94.0"
"2025-05-08","06","서대문신촌점","GTVZw1T1","0.0","0.0","41.2","0.8","42.0","8.9","2.4","0.4","11.7","0.2","10.9","0.1","0.0","64.9"
"2025-05-08","06","강남압구정점","A38F1eZg","0.0","0.0","98.5","0.0","98.5","0.0","0.0","0.0","0.0","0.5","0.0","0.1","0.0","99.1"
"2025-05-08","06","평택점","OT0JzIbQ","0.0","0.0","46.5","0.2","46.7","0.0","0.0","0.0","0.0","3.5","0.0","10.6","0.0","60.8"
"2025-05-08","06","송파잠실점","Ashd0oom","0.0","0.0","4.9","0.0","4.9","3.7","1.3","0.9","5.9","42.1","0.0","1.7","0.0","54.6"
"2025-05-08","06","동작상도점","0YvR2K0u","0.0","0.0","20.9","9.2","30.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.1"
"2025-05-08","06","부천점","51wkWFMs","0.0","0.0","0.0","0.0","0.0","4.3","5.6","2.1","12.0","10.9","30.3","0.0","8.4","61.6"
"2025-05-08","06","안산점","3g6fYoWb","0.0","0.0","66.0","0.0","66.0","0.0","0.0","0.0","0.0","11.5","0.0","0.0","0.0","77.5"
"2025-05-08","06","동대문제기점","qTbeGdvU","0.0","0.0","67.5","0.1","67.6","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","68.5"
"2025-05-08","06","동대문제기점","cqYnkqRd","0.0","0.0","31.7","8.4","40.1","0.0","0.0","0.0","0.0","0.8","0.0","0.0","0.0","40.9"
"2025-05-08","06","강서화곡점","6EhwL9ef","0.0","0.0","60.6","0.0","60.6","4.4","0.0","0.0","4.4","2.1","0.0","0.0","0.0","67.1"
"2025-05-08","06","대전유성점","aP1Q0WxL","0.0","0.0","49.1","0.2","49.3","0.1","0.0","0.0","0.1","0.4","0.0","0.0","0.0","49.8"
"2025-05-08","06","청주흥덕점","0S4TRexe","0.0","0.0","51.7","0.3","52.0","1.2","0.0","0.0","1.2","0.0","8.2","1.4","0.0","62.8"
"2025-05-08","06","김해점","TfvypAPV","0.0","0.0","0.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.0","0.5"
"2025-05-08","06","부산해운대점","ggFXaIhC","0.0","0.0","69.0","0.0","69.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","69.0"
"2025-05-08","06","대구수성점","GEKMXICM","0.0","0.0","26.8","0.0","26.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.8"
"2025-05-08","06","인천검단점","oZQ7860g","0.0","0.0","69.1","0.2","69.3","0.0","0.0","0.0","0.0","9.9","0.0","0.0","0.0","79.2"
"2025-05-08","06","강남양재점","5jEJ12dc","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.9","0.0","0.0","10.9"
"2025-05-08","06","구리점","LhVgbeCT","0.0","0.0","67.4","0.5","67.9","0.0","0.0","0.0","0.0","2.4","0.0","0.0","0.0","70.3"
"2025-05-08","06","중구명동점","eH8Q5lb4","0.0","0.0","46.1","9.3","55.4","0.0","0.0","0.0","0.0","5.3","0.0","0.1","0.0","60.8"
"2025-05-08","06","서대문신촌점","bnozrNN0","0.0","0.0","4.3","0.0","4.3","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.0","4.4"
"2025-05-08","06","인천남부점","yLy5cRbz","0.0","0.0","74.5","0.0","74.5","0.0","0.0","0.0","0.0","1.7","10.9","0.0","0.0","87.1"
"2025-05-08","06","관악신림점","Js5Z2Le2","0.0","0.0","69.4","33.1","102.5","0.1","0.0","0.0","0.1","0.1","0.0","0.0","0.0","102.7"
"2025-05-08","06","대전중구점","0vAtRg6v","0.1","0.0","55.6","0.1","55.8","0.0","0.0","0.0","0.0","9.6","0.0","0.4","0.0","65.8"
"2025-05-08","06","대전중구점","WZrXo57c","20.1","0.0","27.5","0.0","47.6","0.0","0.0","0.0","0.0","1.1","0.0","0.1","0.0","48.8"
"2025-05-08","06","성남점","Re5E0wIN","0.0","0.0","69.1","0.0","69.1","0.0","0.0","0.0","0.0","0.2","0.0","0.1","0.0","69.4"
"2025-05-08","06","송파잠실점","toS7cZln","0.0","0.0","41.9","0.0","41.9","3.9","1.4","0.1","5.4","13.1","0.0","0.0","0.0","60.4"
"2025-05-08","06","용산한남점","lprMCFF5","0.0","0.0","73.2","0.0","73.2","0.0","0.0","0.0","0.0","4.6","0.0","0.0","0.0","77.8"
"2025-05-08","06","관악신림점","7EYkSFdc","0.0","0.0","121.8","0.0","121.8","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.0","122.4"
"2025-05-08","06","마포상암점","MqZDhHjd","0.0","0.0","135.6","0.0","135.6","0.1","0.0","0.0","0.1","0.6","10.3","3.8","0.0","150.4"
"2025-05-08","06","도봉쌍문점","4Ltb2sQg","0.0","0.0","17.3","0.0","17.3","3.0","7.2","4.1","14.3","18.7","0.0","0.0","11.0","61.3"
"2025-05-08","06","강남양재점","KPihRGuR","0.0","0.0","37.8","0.0","37.8","0.0","0.0","0.0","0.0","0.5","0.0","0.0","3.3","41.6"
"2025-05-08","06","부산해운대점","mEp63FVK","0.0","0.0","92.0","0.0","92.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","92.0"
"2025-05-08","06","서대문신촌점","kCz8y5gy","0.0","0.0","25.1","0.0","25.1","6.5","12.2","7.1","25.8","8.8","0.0","0.0","0.0","59.7"
"2025-05-08","06","수원인계점","MNX4hTlh","0.0","0.0","72.2","0.1","72.3","0.0","0.0","0.0","0.0","1.0","0.0","0.7","0.0","74.0"
"2025-05-08","06","수원인계점","DzarzHJF","0.0","0.0","58.7","0.0","58.7","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","59.4"
"2025-05-08","06","강남양재점","AvImLKTL","0.0","0.0","61.8","0.7","62.5","0.0","0.0","0.0","0.0","0.4","0.0","0.5","0.0","63.4"
"2025-05-08","06","관악신림점","3j4Z9sLK","0.0","0.0","29.6","0.1","29.7","0.1","0.0","0.0","0.1","7.4","0.0","0.1","0.0","37.3"
"2025-05-08","06","서초내방점","eE4MTYSo","0.0","0.0","51.4","0.1","51.5","0.0","0.0","0.0","0.0","0.0","0.0","0.9","0.0","52.4"
"2025-05-08","06","강남양재점","V1AHZCiK","0.0","0.0","0.9","0.0","0.9","0.0","0.0","0.0","0.0","45.7","10.0","0.0","0.0","56.6"
"2025-05-08","06","구로신도림점","ZuVoU2Ym","0.0","0.0","58.3","0.0","58.3","0.0","0.0","0.0","0.0","5.5","0.0","0.1","0.0","63.9"
"2025-05-08","06","전주점","Jt2OzxHf","0.0","0.0","56.2","0.5","56.7","0.2","0.0","0.0","0.2","0.0","0.0","0.0","0.0","56.9"
"2025-05-08","06","대전중구점","c9mbQ61c","0.0","0.0","56.0","0.0","56.0","2.9","0.0","0.0","2.9","0.0","0.0","0.0","0.0","58.9"
"2025-05-08","06","강서화곡점","RJ4se1tC","0.0","0.0","146.2","0.0","146.2","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","146.5"
"2025-05-08","06","동탄점","bbFuqzdy","0.0","0.0","78.8","0.0","78.8","0.3","0.0","0.0","0.3","0.0","0.0","0.1","0.0","79.2"
"2025-05-08","06","부산사하점","a01GIx4v","0.0","0.0","51.9","1.0","52.9","0.1","0.0","0.0","0.1","0.7","6.3","0.2","0.0","60.2"
"2025-05-08","06","울산남구점","ATCKzxov","0.0","0.0","30.3","0.0","30.3","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","30.9"
"2025-05-08","06","김해점","utR9ego9","0.0","0.0","52.6","0.1","52.7","0.0","0.0","0.0","0.0","0.0","0.0","10.6","0.0","63.3"
"2025-05-08","06","대구달서점","6djEQAs9","0.0","0.0","83.0","0.0","83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","83.0"
"2025-05-08","06","노원중계점","4BAmlIyB","1.2","0.0","136.1","0.0","137.3","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","137.5"
"2025-05-08","06","안양점","lO6DTtlA","0.0","0.0","132.9","0.0","132.9","0.0","0.0","0.0","0.0","0.6","2.5","0.0","0.0","136.0"
"2025-05-08","06","노원중계점","Q2Ww35Lp","0.0","0.0","56.9","0.0","56.9","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","57.2"
"2025-05-08","06","인천청라점","EF3pni84","0.0","0.0","27.7","0.0","27.7","0.0","0.0","0.0","0.0","2.1","0.0","0.0","0.0","29.8"
"2025-05-08","06","인천청라점","LJeU29D8","0.0","0.0","36.9","14.6","51.5","0.0","0.0","0.0","0.0","0.0","0.0","4.4","0.0","55.9"
"2025-05-08","06","인천남부점","MEGRs4JP","0.0","0.0","36.6","2.1","38.7","0.1","0.0","0.0","0.1","0.2","0.0","0.1","0.0","39.1"
"2025-05-08","06","고양점","q3oJ23C6","0.0","0.0","85.6","0.2","85.8","0.0","0.0","0.0","0.0","0.5","0.0","0.1","0.0","86.4"
"2025-05-08","06","부천점","B6hHBJQa","0.0","0.0","0.0","0.0","0.0","13.4","2.3","1.6","17.3","10.6","30.3","0.2","3.3","61.7"
"2025-05-08","06","인천검단점","XEwQUxYv","0.0","0.0","124.5","0.0","124.5","0.0","0.0","0.0","0.0","0.0","0.0","0.1","2.7","127.3"
"2025-05-08","06","부산진구점","TwJ2Lv6M","0.0","0.0","51.7","22.8","74.5","0.0","0.0","0.0","0.0","0.0","0.0","0.3","0.0","74.8"
"2025-05-08","06","용인점","g1csWIGX","0.0","0.0","45.5","0.0","45.5","0.0","0.0","0.0","0.0","0.2","11.4","0.7","0.0","57.8"
"2025-05-08","06","안산점","ZzHSLFaN","0.0","0.0","70.1","4.9","75.0","0.0","0.0","0.0","0.0","10.1","0.0","0.0","10.1","95.2"
"2025-05-08","06","부천점","CkhYuetU","0.0","0.0","3.9","0.0","3.9","2.7","2.1","0.8","5.6","30.4","29.2","0.0","0.0","69.1"
"2025-05-08","07","강서가양점","5h0hojy2","0.0","0.0","48.7","1.6","50.3","0.0","0.0","0.0","0.0","4.8","0.0","0.0","0.0","55.1"
"2025-05-08","07","김포점","l8wcfG0G","0.0","0.0","78.1","0.0","78.1","0.0","0.0","0.0","0.0","5.6","0.0","0.0","0.0","83.7"
"2025-05-08","07","전주점","ggAkfDjT","0.0","0.0","69.5","0.4","69.9","0.0","0.0","0.0","0.0","3.0","0.0","2.4","0.0","75.3"
"2025-05-08","07","부산해운대점","mEp63FVK","0.0","0.0","24.2","0.0","24.2","0.0","0.0","0.0","0.0","0.6","0.0","0.0","0.0","24.8"
"2025-05-08","07","부산남구점","dg3RBnCF","0.0","0.0","69.8","6.3","76.1","0.0","0.0","0.0","0.0","3.7","0.0","0.0","0.0","79.8"
"2025-05-08","07","관악신림점","Js5Z2Le2","0.0","0.0","28.3","0.0","28.3","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","28.4"
"2025-05-08","07","수원광교점","7yMxBCmU","0.0","0.0","33.2","16.1","49.3","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","49.6"
"2025-05-08","07","강서화곡점","6EhwL9ef","0.0","0.0","81.5","0.0","81.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","81.5"
"2025-05-08","07","송파잠실점","iKApjFje","0.0","0.0","0.0","0.0","0.0","6.6","4.6","0.5","11.7","70.3","0.0","0.0","5.1","87.1"
"2025-05-08","07","대구달서점","vgCrrCg2","0.0","0.0","78.6","0.0","78.6","0.1","0.0","0.0","0.1","0.0","0.0","0.0","0.0","78.7"
"2025-05-08","07","서초반포점","QuZGJF6t","0.0","0.0","75.1","0.0","75.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","77.1"
"2025-05-08","07","송파문정점","0VFVHOin","0.0","0.0","53.8","0.0","53.8","0.0","0.0","0.0","0.0","5.7","0.0","0.0","0.0","59.5"
"2025-05-08","07","강서화곡점","3IhztIhl","0.0","0.0","31.1","14.8","45.9","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","46.8"
"2025-05-08","07","마포상암점","EIlLWnqE","0.1","0.0","48.5","0.9","49.5","0.0","0.0","0.0","0.0","0.8","0.0","0.0","0.0","50.3"
"2025-05-08","07","인천남부점","x485bGv4","0.0","0.0","75.4","0.0","75.4","0.0","0.0","0.0","0.0","1.8","0.0","0.1","0.0","77.3"
"2025-05-08","07","인천검단점","MR20TN6O","0.0","0.0","46.9","0.0","46.9","0.0","0.0","0.0","0.0","0.5","0.0","0.0","10.0","57.4"
"2025-05-08","07","원주점","HlawhveR","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.9","0.0","0.0","0.0","10.9"
"2025-05-08","07","금천독산점","qC5XVjz3","0.0","0.0","56.0","0.7","56.7","0.0","0.0","0.0","0.0","17.5","0.0","0.0","0.0","74.2"
"2025-05-08","07","인천부평점","dXlNeuX8","0.0","0.0","30.1","4.0","34.1","1.8","3.7","3.0","8.5","4.2","9.7","0.1","0.0","56.6"
"2025-05-08","07","대전유성점","3rhrrhCU","0.0","0.0","42.7","13.1","55.8","0.0","0.0","0.0","0.0","1.3","0.0","0.0","0.0","57.1"
"2025-05-08","07","춘천점","Ac5FMhuR","0.0","0.0","29.9","0.0","29.9","0.0","0.0","0.0","0.0","22.8","0.0","1.5","0.0","54.2"
"2025-05-08","07","강북미아점","wRe8TduL","0.0","0.0","47.5","0.0","47.5","2.6","4.8","2.7","10.1","3.6","0.0","0.0","0.0","61.2"
"2025-05-08","07","대전중구점","c9mbQ61c","0.0","21.2","61.1","0.5","82.8","0.0","0.0","0.0","0.0","0.9","4.1","0.1","0.0","87.9"
"2025-05-08","07","서대문신촌점","i6yeJ0xZ","0.0","0.0","0.0","0.0","0.0","19.1","12.7","7.6","39.4","17.4","0.0","0.2","0.0","57.0"
"2025-05-08","07","중구명동점","0Vs1KHib","0.0","0.0","81.6","0.0","81.6","0.0","0.0","0.0","0.0","10.1","5.6","0.0","0.0","97.3"
"2025-05-08","07","시흥점","ZNJow0bl","0.0","0.0","12.7","0.0","12.7","0.0","0.0","0.0","0.0","1.2","0.0","0.0","0.0","13.9"
"2025-05-08","07","수원광교점","AfUbUaKR","0.0","0.0","30.5","0.0","30.5","0.0","0.0","0.0","0.0","13.1","0.0","0.0","0.0","43.6"
"2025-05-08","07","구리점","OtNf0GpA","0.0","0.0","38.1","0.0","38.1","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","39.0"
"2025-05-08","07","대구달서점","UgtAKdky","0.0","0.0","52.5","9.0","61.5","0.0","0.0","0.0","0.0","2.7","0.0","0.0","0.0","64.2"
"2025-05-08","07","대구달서점","Ulhpb7xc","0.0","0.0","49.8","0.0","49.8","0.0","0.0","0.0","0.0","4.4","0.0","5.1","0.0","59.3"
"2025-05-08","07","청주흥덕점","0S4TRexe","0.0","0.0","93.2","0.2","93.4","0.0","0.0","0.0","0.0","0.4","0.0","0.3","0.0","94.1"
"2025-05-08","07","오산점","nBsG431u","0.0","0.0","5.0","7.8","12.8","0.0","0.0","0.0","0.0","27.4","0.0","0.0","0.0","40.2"
"2025-05-08","07","평택점","m0UQ7O0v","0.0","0.0","61.9","0.0","61.9","0.0","0.0","0.0","0.0","1.5","0.0","0.1","0.0","63.5"
"2025-05-08","07","노원중계점","YQnqfClk","0.0","0.0","25.7","0.0","25.7","0.0","0.0","0.0","0.0","0.2","5.8","0.1","0.0","31.8"
"2025-05-08","07","영등포신길점","1gIkmHcl","0.0","0.0","39.7","19.1","58.8","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","59.8"
"2025-05-08","07","하남점","T8svZuLt","0.0","0.0","60.5","0.0","60.5","0.0","0.0","0.0","0.0","2.0","0.0","0.0","2.3","64.8"
"2025-05-08","07","마포상암점","BVlMtqc0","0.5","0.0","58.6","0.0","59.1","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","60.0"
"2025-05-08","07","도봉쌍문점","PSWLS7yl","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","10.0","8.6","33.9","0.0","0.0","52.5"
"2025-05-08","07","강동천호점","A6g625vh","0.0","0.0","47.0","5.1","52.1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","52.3"
"2025-05-08","07","부산진구점","33hL9pE6","0.0","0.0","74.8","0.0","74.8","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","75.8"
"2025-05-08","07","강남양재점","V1AHZCiK","0.0","0.0","61.3","0.0","61.3","0.0","0.0","0.0","0.0","0.1","0.0","1.6","0.0","63.0"
"2025-05-08","07","인천부평점","9o2LY9x1","0.0","0.0","36.6","0.0","36.6","0.0","0.0","0.0","0.0","14.5","9.8","0.1","0.0","61.0"
"2025-05-08","07","관악신림점","GyjpQBYK","0.0","0.0","45.0","0.1","45.1","0.0","0.0","0.0","0.0","17.8","0.0","0.0","0.0","62.9"
"2025-05-08","07","하남점","I1Sv8xyG","0.0","0.0","73.1","0.0","73.1","0.0","0.0","0.0","0.0","0.8","0.0","0.0","0.7","74.6"
"2025-05-08","07","용인점","aJyu25Yx","0.0","0.0","51.6","0.4","52.0","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.0","53.5"
"2025-05-08","07","대전유성점","aP1Q0WxL","0.0","0.0","52.0","0.1","52.1","0.0","0.0","0.0","0.0","5.7","0.0","0.0","0.0","57.8"
"2025-05-08","07","대구북구점","JfTiS8JC","0.0","0.1","45.2","7.3","52.6","0.0","0.0","0.0","0.0","1.4","0.0","0.0","0.0","54.0"
"2025-05-08","07","동대문제기점","infLTrXn","0.0","0.0","64.7","0.0","64.7","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","65.4"
"2025-05-08","07","은평점","ECKAPnUn","0.0","0.0","4.1","24.7","28.8","2.3","3.0","0.8","6.1","4.9","0.0","0.0","0.0","39.8"
"2025-05-08","07","대전중구점","0vAtRg6v","0.0","0.0","36.7","0.0","36.7","0.0","0.0","0.0","0.0","4.4","0.3","0.1","0.0","41.5"
"2025-05-08","07","대구수성점","GEKMXICM","0.0","0.0","54.3","0.0","54.3","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","55.0"
"2025-05-08","07","인천부평점","5ga8foMB","0.0","0.0","33.9","0.0","33.9","0.0","0.0","0.0","0.0","26.4","9.6","0.1","0.0","70.0"
"2025-05-08","07","대구수성점","CBnM2HiN","0.0","0.0","70.6","0.2","70.8","0.0","0.0","0.0","0.0","0.4","0.0","0.0","0.0","71.2"
"2025-05-08","07","수원인계점","RMsBRbQF","0.0","0.0","78.0","0.0","78.0","0.0","0.0","0.0","0.0","0.6","2.9","1.3","4.0","86.8"
"2025-05-08","07","평택점","GTvgA0OE","0.0","0.0","33.7","0.0","33.7","0.0","0.0","0.0","0.0","0.3","0.0","0.0","0.0","34.0"
"2025-05-08","07","대전서구점","udXHpSbz","0.0","0.0","50.5","0.0","50.5","0.0","0.0","0.0","0.0","0.9","0.0","0.0","0.0","51.4"
"2025-05-08","07","고양점","q3oJ23C6","0.0","0.0","22.2","1.2","23.4","0.0","0.0","0.0","0.0","9.5","0.0","0.0","0.0","32.9"
"2025-05-08","07","수원권선점","LACB6vFq","0.0","0.0","40.2","0.0","40.2","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.0","41.7"
"2025-05-08","07","파주점","RUzqVjrT","0.0","0.0","64.9","0.0","64.9","0.0","0.0","0.0","0.0","0.7","0.0","0.0","0.0","65.6"
"2025-05-08","07","인천청라점","Py8kmlr1","0.0","0.0","47.0","0.1","47.1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.0","47.3"
"2025-05-08","07","부산남구점","ZRQv04WW","0.0","0.0","50.0","0.0","50.0","0.0","0.0","0.0","0.0","1.8","0.0","0.0","0.0","51.8"
"2025-05-08","07","광진자양점","hjXZ0b7F","0.0","0.0","10.6","4.1","14.7","1.0","1.9","0.9","3.8","75.9","0.0","0.1","1.4","95.9"
"2025-05-08","07","의정부점","DVsUa3LW","0.0","0.0","31.7","0.0","31.7","1.1","0.2","0.7","2.0","16.7","0.0","0.9","0.0","51.3"
"2025-05-08","07","부산동래점","22PejDnu","0.0","0.0","47.9","0.0","47.9","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","48.4"
"2025-05-08","07","성남점","Re5E0wIN","0.0","0.0","55.6","0.0","55.6","0.0","0.0","0.0","0.0","1.8","0.0","0.1","0.0","57.5"
"2025-05-08","07","강남양재점","KPihRGuR","0.0","0.0","61.3","0.0","61.3","0.0","0.0","0.0","0.0","0.0","0.0","1.4","0.0","62.7"
"2025-05-08","07","성남점","aHVtEN1B","0.0","0.0","10.8","0.0","10.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.8"
"2025-05-08","07","인천남부점","TgDhLX69","2.1","0.0","26.3","0.0","28.4","0.0","0.0","0.0","0.0","1.9","0.0","0.0","0.0","30.3"
"2025-05-08","07","안산점","3g6fYoWb","0.0","0.0","40.7","0.0","40.7","0.0","0.0","0.0","0.0","4.5","0.0","0.0","0.0","45.2"
"2025-05-08","07","청주흥덕점","SVLrUEIA","0.9","0.0","44.8","0.0","45.7","0.0","0.0","0.0","0.0","1.8","0.0","0.0","0.0","47.5"
"2025-05-08","07","안산점","04IroeUb","0.0","0.0","63.7","1.6","65.3","0.0","0.0","0.0","0.0","0.0","2.7","0.0","0.0","68.0"
"2025-05-08","07","파주점","AbbMvUdy","0.0","0.0","55.6","0.0","55.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5","61.1"
"2025-05-08","07","영등포신길점","ydAtLkhX","0.0","0.0","45.5","11.9","57.4","0.0","0.0","0.0","0.0","3.1","0.0","0.0","0.0","60.5"
"2025-05-08","07","대구북구점","pU2OmkdV","0.0","0.0","45.2","0.0","45.2","0.0","0.0","0.0","0.0","18.2","0.0","0.0","0.0","63.4"
"2025-05-08","07","도봉쌍문점","GVUtpcnf","0.0","0.0","0.0","0.0","0.0","2.7","2.0","1.1","5.8","31.7","0.0","0.0","0.0","37.5"
"2025-05-08","07","평택점","iCsw1eeQ","0.0","0.0","84.1","0.0","84.1","0.0","0.0","0.0","0.0","4.3","0.0","1.0","0.0","89.4"
"2025-05-08","07","용산한남점","sxcCJ3us","0.0","0.0","49.2","0.2","49.4","0.0","0.0","0.0","0.0","13.6","0.0","0.0","2.1","65.1"
"2025-05-08","07","원주점","NKwh6cHx","0.0","0.0","12.1","0.7","12.8","0.0","0.0","0.0","0.0","14.9","0.0","0.0","0.0","27.7"
"2025-05-08","07","강남압구정점","A38F1eZg","0.0","0.0","8.2","4.4","12.6","0.0","0.0","0.0","0.0","0.0","11.3","0.0","0.0","23.9"
"2025-05-08","07","구리점","LhVgbeCT","0.0","0.0","47.0","0.0","47.0","0.0","0.0","0.0","0.0","1.4","0.0","0.0","0.0","48.4"
"2025-05-08","07","은평점","i4KtUUXt","0.0","0.0","0.0","0.0","0.0","9.9","3.1","1.2","14.2","0.0","27.9","0.0","11.0","53.1"
"2025-05-08","07","동대문제기점","qTbeGdvU","0.0","0.0","53.8","0.0","53.8","0.0","0.0","0.0","0.0","1.7","0.0","0.0","0.0","55.5"
"2025-05-08","07","인천청라점","EF3pni84","0.0","0.0","50.2","0.0","50.2","0.0","0.0","0.0","0.0","14.2","9.9","0.1","0.0","74.4"
"2025-05-08","07","수원광교점","Z4KckA8C","0.0","0.0","26.3","0.0","26.3","0.0","0.0","0.0","0.0","0.1","0.0","0.0","0.0","26.4"
"2025-05-08","07","강서화곡점","XSm4mf18","0.0","0.0","36.5","0.0","36.5","0.0","0.0","0.0","0.0","15.1","0.0","0.0","5.3","56.9"
"2025-05-08","07","천안점","p0ZEeYUm","0.0","0.0","62.2","0.2","62.4","0.0","0.0","0.0","0.0","0.1","0.0","0.1","0.0","62.6"
"2025-05-08","07","광진자양점","m8FuOd2H","0.0","0.0","0.0","3.9","3.9","2.6","1.1","0.8","4.5","46.7","0.0","0.0","0.0","55.1"
"2025-05-08","07","강남논현점","jJHyQ5Yy","0.0","0.0","18.7","0.6","19.3","0.0","0.0","0.0","0.0","42.9","0.0","0.0","0.0","62.2"
"2025-05-08","07","대전중구점","WZrXo57c","0.3","5.9","73.0","0.0","79.2","0.0","0.0","0.0","0.0","0.5","5.5","0.1","0.0","85.3"
"2025-05-08","07","안산점","yyH6XQ1c","0.0","0.1","60.4","5.8","66.3","0.0","0.0","0.0","0.0","1.5","10.9","0.0","0.0","78.7"
"2025-05-08","07","창원점","bxkg0Ysc","0.0","0.0","46.1","3.2","49.3","0.0","0.0","0.0","0.0","0.2","8.1","0.0","0.0","57.6"
"2025-05-08","07","김해점","utR9ego9","0.0","0.0","48.5","0.2","48.7","0.0","0.0","0.0","0.0","1.5","0.0","0.0","0.0","50.2"
"2025-05-08","07","인천부평점","6YyMsWTp","0.0","0.0","35.1","0.0","35.1","0.0","0.0","0.0","0.0","14.9","11.0","0.0","0.0","61.0"
"2025-05-08","07","천안점","e154c0XF","0.0","0.0","80.2","0.4","80.6","0.0","0.0","0.0","0.0","1.8","3.2","1.9","0.0","87.5"
"2025-05-08","07","일산점","EZci6tsH","0.0","0.1","55.6","0.1","55.8","0.0","0.0","0.0","0.0","0.2","0.0","0.0","0.0","56.0"
"2025-05-08","07","인천연수점","mra1QP8J","0.0","0.0","50.8","0.0","50.8","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","52.8"
"2025-05-08","07","도봉쌍문점","4Ltb2sQg","0.0","0.0","0.0","0.0","0.0","5.1","8.0","5.1","18.2","38.2","0.0","0.0","3.9","60.3"
