"일자","시간대","PPC명","hash","피킹건수","패킹건수","피킹SKU수","패킹SKU수","피패킹MH","피킹대기MH","피킹MH","패킹MH","피킹대기생산성","피킹생산성","패킹생산성","피패킹생산성"
"2025-04-19","10","강서가양점","sHpRj62Z",12,11,78,78,"0.998333","0.208333","0.465000","0.325000","52.800084","25.806452","33.846154","11.463420"
"2025-04-19","10","강서가양점","tfD9e5N1",3,2,17,9,"0.320000","0.211667","0.050000","0.058333","9.448804","60.000000","34.285910","6.593349"
"2025-04-19","10","강서가양점","zs4qjGt5",9,9,61,60,"0.476667","0.088333","0.231667","0.156667","101.887177","38.848865","57.446686","18.881106"
"2025-04-19","10","부천점","29AzUo3j",12,13,97,99,"0.998333","0.206667","0.450000","0.341667","58.064422","26.666667","38.048743","12.345069"
"2025-04-19","10","부천점","Fvzi5VhM",8,7,59,56,"0.613333","0.125000","0.320000","0.168333","56.000000","25.000000","41.584241","12.209267"
"2025-04-19","10","부천점","GM0rEc2Y",null,null,null,null,"0.001667","0.001667","0.000000","0.000000",null,null,null,null
"2025-04-19","10","부천점","VRA2cn8N",8,8,79,78,"1.000000","0.205000","0.466667","0.328333","39.024390","17.142845","24.365507","8.000000"
"2025-04-19","10","부천점","ek7EouT6",8,8,94,96,"0.885000","0.125000","0.483333","0.276667","64.000000","16.551736","28.915628","9.039548"
"2025-04-19","10","부천점","oOs9exjt",3,3,30,30,"0.341667","0.123333","0.130000","0.088333","24.324390","23.076923","33.962392","8.780556"
"2025-04-19","10","부천점","otFs4Y8P",9,10,94,89,"1.000000","0.148333","0.506667","0.345000","60.674294","17.763146","28.985507","9.321663"
"2025-04-19","10","부천점","uPGgmpOV",16,15,106,104,"0.998333","0.180000","0.473333","0.345000","83.333333","33.802841","43.478261","15.483951"
"2025-04-19","10","중랑면목점","9iY7LEjJ",7,8,52,53,"0.520000","0.085000","0.265000","0.170000","82.352941","26.415094","47.058824","14.035088"
"2025-04-19","10","중랑면목점","LMfOmjYb",11,11,92,87,"1.000000","0.248333","0.421667","0.330000","44.295361","26.086936","33.333333","11.000011"
"2025-04-19","10","중랑면목점","OVJKTVfG",11,11,73,71,"0.915000","0.250000","0.476667","0.188333","44.000000","23.076907","58.407183","12.021976"
"2025-04-19","10","중랑면목점","SQw6RR3C",10,11,64,70,"0.685000","0.121667","0.315000","0.248333","82.191556","31.746032","44.295361","15.095935"
"2025-04-19","10","중랑면목점","jp47jcIm",12,12,81,76,"1.000000","0.260000","0.453333","0.286667","46.153846","26.470608","41.860416","11.999904"
"2025-04-19","10","중랑면목점","mfVMV1Nt",null,null,null,null,"0.048333","0.048333","0.000000","0.000000",null,null,null,null
"2025-04-19","10","중랑면목점","wzbubdhw",5,5,30,30,"0.518333","0.083333","0.271667","0.163333","60.000240","18.404885","30.612307","9.646271"
"2025-04-19","11","강서가양점","1Ghhtzq9",13,14,104,104,"1.001667","0.190000","0.476667","0.335000","68.421053","27.272708","41.791045","13.295927"
"2025-04-19","11","강서가양점","68Ciee5T",6,7,47,47,"0.720000","0.273333","0.278333","0.168333","21.951246","21.556912","41.584241","8.621210"
"2025-04-19","11","강서가양점","NBtykXNL",5,4,43,34,"0.473333","0.070000","0.286667","0.116667","57.142857","17.441840","34.285616","9.615385"
"2025-04-19","11","강서가양점","Q2rS4IlL",14,14,74,69,"0.970000","0.153333","0.550000","0.266667","91.304546","25.454545","52.499934","14.432930"
"2025-04-19","11","강서가양점","Wiz1Nl7i",7,7,58,58,"0.663333","0.130000","0.323333","0.210000","53.846154","21.649507","33.333333","10.552865"
"2025-04-19","11","강서가양점","sHpRj62Z",11,11,72,65,"0.815000","0.175000","0.406667","0.233333","62.857143","27.049158","47.142924","13.496916"
"2025-04-19","11","강서가양점","tfD9e5N1",3,4,65,71,"0.421667","0.061667","0.203333","0.156667","48.648386","14.754123","25.531861","7.843076"
"2025-04-19","11","강서가양점","zs4qjGt5",12,12,76,76,"0.836667","0.171667","0.351667","0.313333","69.902777","34.123190","38.297913","14.342469"
"2025-04-19","11","부천점","29AzUo3j",15,14,84,83,"1.000000","0.281667","0.440000","0.278333","49.704083","34.090909","50.299461","14.423146"
"2025-04-19","11","부천점","Fvzi5VhM",14,15,126,128,"1.000000","0.196667","0.496667","0.306667","71.186320","28.187901","48.912990","14.292248"
"2025-04-19","11","부천점","GM0rEc2Y",7,6,42,39,"0.311667","0.066667","0.156667","0.088333","89.999550","44.680756","67.924785","20.740864"
"2025-04-19","11","부천점","VRA2cn8N",8,7,70,53,"0.953333","0.213333","0.480000","0.260000","32.812551","16.666667","26.923077","7.835824"
"2025-04-19","11","부천점","eED1ubfK",null,null,null,null,"0.018333","0.018333","0.000000","0.000000",null,null,null,null
"2025-04-19","11","부천점","ek7EouT6",10,10,98,96,"0.951667","0.140000","0.485000","0.326667","71.428571","20.618557","30.612214","10.507844"
"2025-04-19","11","부천점","oOs9exjt",5,6,45,47,"0.503333","0.173333","0.198333","0.131667","28.846209","25.210126","45.569505","10.386589"
"2025-04-19","11","부천점","otFs4Y8P",11,11,78,75,"0.903333","0.161667","0.490000","0.251667","68.041097","22.448980","43.708551","12.177153"
"2025-04-19","11","부천점","uPGgmpOV",14,14,117,98,"1.000000","0.230000","0.485000","0.285000","60.869565","28.865979","49.122807","13.999916"
"2025-04-19","11","중랑면목점","799CtWcl",6,5,49,40,"0.501667","0.096667","0.280000","0.125000","51.723960","21.428571","40.000000","10.989011"
"2025-04-19","11","중랑면목점","9iY7LEjJ",11,10,87,80,"0.998333","0.145000","0.531667","0.321667","68.965517","20.689642","31.088051","10.526316"
"2025-04-19","11","중랑면목점","LMfOmjYb",10,11,97,97,"0.998333","0.131667","0.496667","0.370000","75.949175","20.134215","29.729730","10.365917"
"2025-04-19","11","중랑면목점","OVJKTVfG",14,13,89,81,"1.000000","0.228333","0.546667","0.225000","56.934390","25.609740","57.777778","13.528139"
"2025-04-19","11","중랑면목점","jp47jcIm",13,13,95,94,"1.000000","0.226667","0.483333","0.290000","57.352857","26.896570","44.827586","13.000013"
"2025-04-19","11","중랑면목점","mfVMV1Nt",12,12,108,106,"0.940000","0.203333","0.446667","0.290000","59.016490","26.865652","41.379310","12.766012"
"2025-04-19","11","중랑면목점","sny42zPn",13,12,97,96,"0.938333","0.153333","0.488333","0.296667","78.261040","26.621179","40.449393","13.321965"
"2025-04-19","12","강서가양점","1Ghhtzq9",15,15,87,83,"1.000000","0.198333","0.461667","0.340000","75.630379","32.490951","44.117647","14.999925"
"2025-04-19","12","강서가양점","68Ciee5T",6,5,46,45,"0.466667","0.088333","0.253333","0.125000","56.603987","23.684242","40.000000","11.780089"
"2025-04-19","12","강서가양점","NBtykXNL",13,14,69,77,"0.883333","0.231667","0.393333","0.258333","56.115027","33.050875","54.193618","15.031039"
"2025-04-19","12","강서가양점","Q2rS4IlL",11,12,111,112,"1.001667","0.130000","0.473333","0.398333","84.615385","23.239453","30.125548","11.358215"
"2025-04-19","12","강서가양점","Wiz1Nl7i",9,9,43,43,"0.593333","0.161667","0.286667","0.145000","55.669988","31.395312","62.068966","15.168522"
"2025-04-19","12","강서가양점","sHpRj62Z",4,5,36,42,"0.375000","0.058333","0.146667","0.170000","68.571820","27.272665","29.411765","11.730205"
"2025-04-19","12","강서가양점","tfD9e5N1",7,7,49,49,"0.663333","0.273333","0.240000","0.150000","25.609787","29.166667","46.666667","10.552642"
"2025-04-19","12","강서가양점","zs4qjGt5",11,10,119,96,"0.936667","0.161667","0.423333","0.351667","61.855543","25.984272","28.435992","11.133502"
"2025-04-19","12","부천점","29AzUo3j",12,13,118,118,"1.000000","0.156667","0.545000","0.298333","76.595582","22.018349","43.575468","12.281693"
"2025-04-19","12","부천점","Fvzi5VhM",17,16,85,74,"0.936667","0.340000","0.381667","0.215000","47.058824","44.541446","74.418605","17.501488"
"2025-04-19","12","부천점","GM0rEc2Y",2,3,7,10,"0.088333","0.033333","0.031667","0.023333","60.000600","63.157230","128.573265","24.827449"
"2025-04-19","12","부천점","QkYnP6mH",3,3,27,25,"0.225000","0.045000","0.101667","0.078333","66.666667","29.508100","38.298035","13.333333"
"2025-04-19","12","부천점","VRA2cn8N",8,8,73,81,"1.000000","0.223333","0.441667","0.335000","35.820949","18.113194","23.880597","8.000000"
"2025-04-19","12","부천점","eED1ubfK",13,12,90,83,"1.001667","0.263333","0.533333","0.205000","45.569678","24.375015","58.536585","12.491724"
"2025-04-19","12","부천점","ek7EouT6",12,12,72,75,"1.000000","0.230000","0.481667","0.288333","52.173913","24.913478","41.618545","11.999904"
"2025-04-19","12","부천점","oOs9exjt",4,3,45,30,"0.396667","0.091667","0.216667","0.088333","32.727154","18.461510","33.962392","8.759099"
"2025-04-19","12","부천점","otFs4Y8P",10,10,82,75,"0.998333","0.200000","0.593333","0.205000","50.000000","16.853942","48.780488","10.016728"
"2025-04-19","12","부천점","uPGgmpOV",13,14,119,125,"1.000000","0.170000","0.528333","0.301667","76.470588","24.605694","46.408788","13.286212"
"2025-04-19","12","중랑면목점","799CtWcl",11,12,94,99,"0.998333","0.193333","0.483333","0.321667","56.896650","22.758636","37.305661","11.322336"
"2025-04-19","12","중랑면목점","9iY7LEjJ",5,6,55,58,"0.540000","0.071667","0.250000","0.218333","69.767117","20.000000","27.480958","9.928318"
"2025-04-19","12","중랑면목점","LMfOmjYb",null,null,null,null,"0.045000","0.013333","0.000000","0.031667",null,null,null,null
"2025-04-19","12","중랑면목점","OVJKTVfG",11,11,81,84,"0.985000","0.173333","0.596667","0.215000","63.461661","18.435744","51.162791","11.167569"
"2025-04-19","12","중랑면목점","SQw6RR3C",16,15,134,118,"0.976667","0.151667","0.503333","0.321667","98.900882","31.788101","46.632076","15.869741"
"2025-04-19","12","중랑면목점","jp47jcIm",9,11,57,71,"1.000000","0.250000","0.313333","0.436667","40.000000","28.723435","25.190820","10.049039"
"2025-04-19","12","중랑면목점","mfVMV1Nt",9,9,63,62,"0.723333","0.246667","0.338333","0.138333","36.486437","26.601011","65.060398","12.442454"
"2025-04-19","12","중랑면목점","pcHay5pp",null,null,null,null,"0.008333","0.008333","0.000000","0.000000",null,null,null,null
"2025-04-19","12","중랑면목점","sny42zPn",11,11,100,84,"1.000000","0.156667","0.551667","0.291667","70.212617","19.939565","37.714243","11.000011"
"2025-04-19","13","강서가양점","1Ghhtzq9",9,9,48,47,"0.516667","0.138333","0.226667","0.151667","65.060398","39.705824","59.340529","17.419478"
"2025-04-19","13","강서가양점","68Ciee5T",10,10,94,87,"0.961667","0.140000","0.555000","0.266667","71.428571","18.018018","37.499953","10.398577"
"2025-04-19","13","강서가양점","NBtykXNL",15,15,108,105,"0.996667","0.156667","0.535000","0.305000","95.744477","28.037383","49.180328","15.050268"
"2025-04-19","13","강서가양점","Q2rS4IlL",8,8,58,57,"0.515000","0.081667","0.250000","0.183333","97.958784","32.000000","43.636443","15.533981"
"2025-04-19","13","강서가양점","Wiz1Nl7i",13,13,74,72,"0.996667","0.210000","0.528333","0.258333","61.904762","24.605694","50.322646","13.043422"
"2025-04-19","13","강서가양점","sHpRj62Z",10,10,90,88,"0.891667","0.146667","0.411667","0.333333","68.181663","24.291478","30.000030","11.214911"
"2025-04-19","13","강서가양점","tfD9e5N1",11,10,94,92,"0.816667","0.138333","0.388333","0.290000","72.289331","28.326205","34.482759","12.798198"
"2025-04-19","13","강서가양점","zs4qjGt5",14,15,98,101,"0.940000","0.190000","0.415000","0.335000","73.684211","33.734940","44.776119","15.256228"
"2025-04-19","13","부천점","29AzUo3j",13,13,113,112,"1.000000","0.156667","0.523333","0.320000","82.978547","24.840780","40.625000","13.000182"
"2025-04-19","13","부천점","Fvzi5VhM",13,14,110,116,"1.000000","0.273333","0.415000","0.311667","47.561034","31.325301","44.919738","13.295927"
"2025-04-19","13","부천점","VRA2cn8N",4,4,29,30,"0.488333","0.100000","0.283333","0.105000","40.000000","14.117664","38.095238","8.191149"
"2025-04-19","13","부천점","eBzmE4nx",null,null,null,null,"0.010000","0.010000","0.000000","0.000000",null,null,null,null
"2025-04-19","13","부천점","eED1ubfK",12,13,105,109,"0.996667","0.241667","0.455000","0.300000","49.655104","26.373626","43.333333","12.325441"
"2025-04-19","13","부천점","ek7EouT6",10,11,83,83,"0.963333","0.265000","0.415000","0.283333","37.735849","24.096386","38.823575","10.665757"
"2025-04-19","13","부천점","oOs9exjt",11,11,85,96,"0.976667","0.306667","0.386667","0.283333","35.869526","28.448251","38.823575","11.262656"
"2025-04-19","13","부천점","otFs4Y8P",11,11,86,82,"1.000000","0.245000","0.495000","0.260000","44.897959","22.222222","42.307692","11.000011"
"2025-04-19","13","부천점","uPGgmpOV",17,16,121,113,"0.998333","0.205000","0.525000","0.268333","78.048780","32.380952","59.627403","16.538220"
"2025-04-19","13","중랑면목점","799CtWcl",12,11,89,89,"1.000000","0.143333","0.500000","0.356667","76.744365","24.000000","30.841093","11.478289"
"2025-04-19","13","중랑면목점","LMfOmjYb",7,7,60,59,"0.621667","0.106667","0.336667","0.178333","65.624795","20.792059","39.252410","11.260120"
"2025-04-19","13","중랑면목점","OVJKTVfG",12,13,80,80,"0.996667","0.243333","0.513333","0.240000","49.315136","23.376639","54.166667","12.267229"
"2025-04-19","13","중랑면목점","SQw6RR3C",11,12,58,73,"0.548333","0.118333","0.265000","0.165000","92.958008","41.509434","72.727273","20.576555"
"2025-04-19","13","중랑면목점","jp47jcIm",null,null,null,null,"0.003333","0.003333","0.000000","0.000000",null,null,null,null
"2025-04-19","13","중랑면목점","mfVMV1Nt",8,8,39,37,"0.708333","0.325000","0.203333","0.180000","24.615385","39.344327","44.444444","11.294075"
"2025-04-19","13","중랑면목점","pcHay5pp",17,16,112,102,"0.996667","0.200000","0.498333","0.298333","80.000000","34.113735","53.631345","16.539861"
"2025-04-19","13","중랑면목점","sny42zPn",16,16,87,83,"1.001667","0.193333","0.463333","0.345000","82.758763","34.532399","46.376812","15.973675"
"2025-04-19","14","강서가양점","1Ghhtzq9",13,13,84,82,"1.000000","0.185000","0.466667","0.348333","70.270270","27.857123","37.320610","13.000013"
"2025-04-19","14","강서가양점","68Ciee5T",14,15,70,73,"0.993333","0.181667","0.501667","0.310000","77.064079","27.906958","48.387097","14.393460"
"2025-04-19","14","강서가양점","IAG5A92Y",null,null,null,null,"0.055000","0.055000","0.000000","0.000000",null,null,null,null
"2025-04-19","14","강서가양점","NBtykXNL",12,12,83,82,"0.868333","0.126667","0.413333","0.328333","94.736593","29.032281","36.548260","13.819599"
"2025-04-19","14","강서가양점","Q2rS4IlL",18,17,118,112,"1.001667","0.176667","0.481667","0.343333","96.226234","37.370216","49.514611","17.437704"
"2025-04-19","14","강서가양점","Wiz1Nl7i",6,6,37,35,"0.486667","0.136667","0.210000","0.140000","43.902332","28.571429","42.857143","12.328784"
"2025-04-19","14","강서가양점","sHpRj62Z",13,13,86,82,"0.990000","0.266667","0.425000","0.298333","48.749939","30.588235","43.575468","13.131287"
"2025-04-19","14","강서가양점","tfD9e5N1",3,4,39,39,"0.321667","0.080000","0.150000","0.091667","37.500000","20.000000","43.636205","10.041774"
"2025-04-19","14","강서가양점","zs4qjGt5",8,8,45,45,"0.618333","0.130000","0.293333","0.195000","61.538462","27.272758","41.025641","12.937950"
"2025-04-19","14","부천점","29AzUo3j",14,14,92,85,"1.001667","0.218333","0.471667","0.311667","64.122235","29.681958","44.919738","13.976826"
"2025-04-19","14","부천점","Fvzi5VhM",7,7,59,57,"0.503333","0.115000","0.238333","0.150000","60.869565","29.370670","46.666667","13.907045"
"2025-04-19","14","부천점","QkYnP6mH",3,3,16,16,"0.225000","0.078333","0.098333","0.048333","38.298035","30.508578","62.069394","13.333333"
"2025-04-19","14","부천점","VRA2cn8N",10,11,83,84,"1.001667","0.228333","0.508333","0.265000","43.795684","19.672144","41.509434","10.229446"
"2025-04-19","14","부천점","eBzmE4nx",12,11,79,74,"0.750000","0.151667","0.376667","0.221667","72.527313","31.858379","49.623986","15.307138"
"2025-04-19","14","부천점","eED1ubfK",5,5,25,25,"0.370000","0.121667","0.138333","0.110000","41.095778","36.144665","45.454545","13.513514"
"2025-04-19","14","부천점","ek7EouT6",7,7,33,33,"0.425000","0.131667","0.180000","0.113333","53.164422","38.888889","61.764888","16.470666"
"2025-04-19","14","부천점","oOs9exjt",8,8,76,74,"0.920000","0.336667","0.376667","0.206667","23.762353","21.238919","38.709615","8.695728"
"2025-04-19","14","부천점","otFs4Y8P",14,14,82,82,"1.000000","0.281667","0.473333","0.245000","49.704083","29.577486","57.142857","14.000112"
"2025-04-19","14","부천점","uPGgmpOV",16,17,126,123,"1.000000","0.226667","0.483333","0.290000","70.588131","33.103471","58.620690","16.277631"
"2025-04-19","14","중랑면목점","799CtWcl",5,6,31,29,"0.501667","0.093333","0.230000","0.178333","53.571620","21.739130","33.644923","10.594455"
"2025-04-19","14","중랑면목점","LMfOmjYb",12,11,90,72,"0.895000","0.135000","0.460000","0.300000","81.481481","26.086957","36.666667","12.840432"
"2025-04-19","14","중랑면목점","OVJKTVfG",null,null,null,null,"0.006667","0.006667","0.000000","0.000000",null,null,null,null
"2025-04-19","14","중랑면목점","SQw6RR3C",12,12,77,75,"0.766667","0.130000","0.390000","0.246667","92.307692","30.769231","48.648583","15.652147"
"2025-04-19","14","중랑면목점","jp47jcIm",12,12,73,72,"1.000000","0.240000","0.450000","0.310000","50.000000","26.666667","38.709677","12.000048"
"2025-04-19","14","중랑면목점","mfVMV1Nt",7,7,42,42,"0.665000","0.318333","0.226667","0.120000","21.989552","30.882308","58.333333","10.526316"
"2025-04-19","14","중랑면목점","pcHay5pp",14,14,98,98,"0.998333","0.176667","0.515000","0.306667","79.245133","27.184466","45.652124","14.023279"
"2025-04-19","14","중랑면목점","sny42zPn",4,3,29,18,"0.473333","0.045000","0.345000","0.083333","66.666667","11.594203","36.000144","7.750256"
"2025-04-19","15","강서가양점","1Ghhtzq9",null,null,null,null,"0.005000","0.005000","0.000000","0.000000",null,null,null,null
"2025-04-19","15","강서가양점","4xip1RMz",17,16,95,93,"0.988333","0.170000","0.508333","0.310000","94.117647","33.442645","51.612903","16.693933"
"2025-04-19","15","강서가양점","68Ciee5T",null,null,null,null,"0.006667","0.006667","0.000000","0.000000",null,null,null,null
"2025-04-19","15","강서가양점","IAG5A92Y",11,10,87,83,"0.953333","0.146667","0.496667","0.310000","68.181663","22.147636","32.258065","11.010912"
"2025-04-19","15","강서가양점","NBtykXNL",null,null,null,null,"0.010000","0.008333","0.000000","0.001667",null,null,null,null
"2025-04-19","15","강서가양점","OirCkwB4",13,13,89,87,"0.951667","0.173333","0.478333","0.300000","75.000144","27.177719","43.333333","13.660269"
"2025-04-19","15","강서가양점","Q2rS4IlL",13,13,110,97,"0.998333","0.135000","0.513333","0.350000","96.296296","25.324692","37.142857","13.021681"
"2025-04-19","15","강서가양점","Wiz1Nl7i",5,5,48,47,"0.538333","0.116667","0.256667","0.165000","42.857020","19.480494","30.303030","9.287983"
"2025-04-19","15","강서가양점","bmVDog4f",12,11,90,84,"0.856667","0.170000","0.465000","0.221667","64.705882","25.806452","49.623986","13.448633"
"2025-04-19","15","강서가양점","kEPh8BJG",15,15,110,109,"0.990000","0.158333","0.515000","0.316667","94.737042","29.126214","47.368371","15.151515"
"2025-04-19","15","강서가양점","mYcXtfu3",4,4,22,22,"0.261667","0.081667","0.123333","0.056667","48.979392","32.432520","70.587820","15.286546"
"2025-04-19","15","부천점","29AzUo3j",1,1,4,4,"0.048333","0.021667","0.016667","0.010000","46.153136","59.998800","100.000000","20.689370"
"2025-04-19","15","부천점","7attfcHe",13,12,94,91,"0.923333","0.158333","0.430000","0.335000","75.789633","30.232558","35.820896","13.479269"
"2025-04-19","15","부천점","Fvzi5VhM",9,9,47,46,"0.485000","0.133333","0.231667","0.120000","67.500169","38.848865","75.000000","18.556663"
"2025-04-19","15","부천점","QkYnP6mH",3,3,25,24,"0.220000","0.048333","0.085000","0.086667","62.069394","35.294118","34.615251","13.636426"
"2025-04-19","15","부천점","VRA2cn8N",5,5,40,40,"0.530000","0.133333","0.223333","0.173333","37.500094","22.388093","28.846209","9.433873"
"2025-04-19","15","부천점","WyhL9wUW",7,7,49,47,"0.651667","0.223333","0.260000","0.168333","31.343330","26.923077","41.584241","10.741600"
"2025-04-19","15","부천점","eBzmE4nx",13,14,96,85,"0.991667","0.166667","0.518333","0.306667","77.999844","25.080402","45.652124","13.405185"
"2025-04-19","15","부천점","eED1ubfK",11,10,75,70,"0.953333","0.355000","0.401667","0.196667","28.169014","27.385869","50.847371","10.907266"
"2025-04-19","15","부천점","ek7EouT6",4,4,41,40,"0.425000","0.041667","0.241667","0.141667","95.999232","16.551701","28.235228","9.411676"
"2025-04-19","15","부천점","mETIww01",12,12,82,81,"0.818333","0.220000","0.370000","0.228333","54.545455","32.432432","52.554821","14.664047"
"2025-04-19","15","부천점","oOs9exjt",8,9,46,49,"0.530000","0.200000","0.211667","0.118333","40.000000","37.795216","76.056552","15.478439"
"2025-04-19","15","부천점","otFs4Y8P",null,null,null,null,"0.001667","0.001667","0.000000","0.000000",null,null,null,null
"2025-04-19","15","부천점","uPGgmpOV",null,null,null,null,"0.036667","0.016667","0.000000","0.020000",null,null,null,null
"2025-04-19","15","중랑면목점","799CtWcl",13,13,81,80,"0.985000","0.178333","0.481667","0.325000","72.897333","26.989601","40.000000","13.198010"
"2025-04-19","15","중랑면목점","LMfOmjYb",0,1,1,17,"0.098333","0.008333","0.008333","0.081667",null,null,"12.244848",null
"2025-04-19","15","중랑면목점","OVJKTVfG",12,11,82,82,"0.970000","0.255000","0.518333","0.196667","43.137255","23.151140","55.932109","11.868732"
"2025-04-19","15","중랑면목점","T6K4WlvC",5,5,45,45,"0.451667","0.118333","0.238333","0.095000","42.253640","20.979050","52.631579","11.070029"
"2025-04-19","15","중랑면목점","jLV5O9My",12,11,72,63,"0.831667","0.281667","0.355000","0.195000","39.053208","33.802817","56.410256","13.714411"
"2025-04-19","15","중랑면목점","jp47jcIm",null,null,null,null,"0.006667","0.006667","0.000000","0.000000",null,null,null,null
"2025-04-19","15","중랑면목점","mfVMV1Nt",4,4,39,38,"0.328333","0.060000","0.161667","0.106667","66.666667","24.742217","37.499883","12.182642"
"2025-04-19","15","중랑면목점","pcHay5pp",13,14,91,91,"1.000000","0.170000","0.511667","0.318333","76.470588","25.407150","43.979104","13.302472"
"2025-04-19","15","중랑면목점","qTzr0nAB",1,1,19,19,"0.245000","0.163333","0.058333","0.023333","6.122461","17.142955","42.857755","4.081649"
"2025-04-19","15","중랑면목점","rrTjsfMR",13,12,95,94,"0.961667","0.168333","0.500000","0.293333","71.287270","26.000000","40.909137","12.998154"
"2025-04-19","15","중랑면목점","sny42zPn",5,6,51,58,"0.583333","0.063333","0.335000","0.185000","78.947784","14.925373","32.432432","9.049774"
"2025-04-19","16","강서가양점","4xip1RMz",11,12,89,89,"0.998333","0.153333","0.488333","0.356667","71.739286","22.525613","33.644828","11.356539"
"2025-04-19","16","강서가양점","IAG5A92Y",12,13,113,113,"1.000000","0.153333","0.520000","0.326667","78.261040","23.076923","39.795878","12.309359"
"2025-04-19","16","강서가양점","OirCkwB4",16,15,102,100,"0.978333","0.231667","0.460000","0.286667","64.748108","34.782609","52.325521","15.796541"
"2025-04-19","16","강서가양점","Q2rS4IlL",0,1,null,7,"0.031667","0.015000","0.000000","0.016667",null,null,"59.998800",null
"2025-04-19","16","강서가양점","YqrlcKDQ",9,9,64,63,"0.420000","0.098333","0.178333","0.143333","91.525734","50.467384","62.790844","21.428418"
"2025-04-19","16","강서가양점","bmVDog4f",4,5,42,48,"0.390000","0.076667","0.201667","0.111667","52.173686","19.834678","44.775986","10.879380"
"2025-04-19","16","강서가양점","k0Fw4FtR",9,9,66,62,"0.933333","0.160000","0.486667","0.286667","56.250000","18.493138","31.395312","9.642830"
"2025-04-19","16","강서가양점","kEPh8BJG",17,17,125,121,"1.000000","0.193333","0.503333","0.303333","87.931186","33.774857","56.044018","16.999864"
"2025-04-19","16","강서가양점","mYcXtfu3",12,11,101,79,"0.821667","0.190000","0.386667","0.245000","57.894737","31.034456","44.897959","13.933787"
"2025-04-19","16","부천점","29AzUo3j",11,10,93,83,"0.996667","0.155000","0.586667","0.255000","64.516129","18.749989","39.215686","10.600744"
"2025-04-19","16","부천점","7attfcHe",13,13,100,90,"0.998333","0.180000","0.476667","0.341667","72.222222","27.272708","38.048743","13.021681"
"2025-04-19","16","부천점","Fvzi5VhM",14,14,104,101,"0.830000","0.191667","0.386667","0.251667","73.043351","36.206865","55.629065","16.867389"
"2025-04-19","16","부천점","WyhL9wUW",8,8,67,66,"0.625000","0.128333","0.331667","0.165000","62.337824","24.120579","48.484848","12.800000"
"2025-04-19","16","부천점","eBzmE4nx",5,6,57,74,"0.673333","0.088333","0.265000","0.320000","56.603987","18.867925","18.750000","8.064516"
"2025-04-19","16","부천점","ek7EouT6",9,8,64,57,"0.930000","0.143333","0.516667","0.270000","55.814083","17.419344","29.629630","9.168088"
"2025-04-19","16","부천점","mETIww01",15,14,97,87,"1.000000","0.250000","0.480000","0.270000","56.000000","31.250000","51.851852","14.462780"
"2025-04-19","16","부천점","otFs4Y8P",13,13,79,77,"0.966667","0.215000","0.525000","0.226667","60.465116","24.761905","57.352857","13.448271"
"2025-04-19","16","부천점","rKFdMddj",null,null,null,null,"0.001667","0.001667","0.000000","0.000000",null,null,null,null
"2025-04-19","16","부천점","uPGgmpOV",16,15,137,131,"0.998333","0.185000","0.523333","0.290000","81.081081","30.573268","51.724138","15.534222"
"2025-04-19","16","중랑면목점","799CtWcl",12,11,89,88,"0.993333","0.151667","0.466667","0.375000","72.527313","25.714267","29.333333","11.524986"
"2025-04-19","16","중랑면목점","OVJKTVfG",12,12,86,81,"1.001667","0.240000","0.548333","0.213333","50.000000","21.884512","56.250088","11.980065"
"2025-04-19","16","중랑면목점","T6K4WlvC",7,6,57,55,"0.593333","0.236667","0.241667","0.115000","25.352077","28.965477","52.173913","10.737102"
"2025-04-19","16","중랑면목점","jLV5O9My",11,12,95,91,"0.925000","0.165000","0.486667","0.273333","66.666667","22.602724","43.902493","12.192148"
"2025-04-19","16","중랑면목점","pcHay5pp",13,12,95,93,"1.000000","0.158333","0.543333","0.298333","75.789633","23.926395","40.223509","12.523482"
"2025-04-19","16","중랑면목점","qTzr0nAB",12,11,109,104,"0.840000","0.128333","0.501667","0.210000","85.714508","23.920250","52.380952","13.780938"
"2025-04-19","16","중랑면목점","rrTjsfMR",15,15,106,102,"1.000000","0.171667","0.496667","0.331667","87.378471","30.201322","45.226085","15.000150"
"2025-04-19","17","강서가양점","4xip1RMz",14,14,81,81,"1.000000","0.211667","0.431667","0.356667","66.141628","32.432407","39.252300","14.000112"
"2025-04-19","17","강서가양점","IAG5A92Y",14,14,81,78,"1.000000","0.255000","0.466667","0.278333","54.901961","29.999979","50.299461","14.000112"
"2025-04-19","17","강서가양점","OirCkwB4",13,14,104,102,"1.000000","0.166667","0.491667","0.341667","77.999844","26.440660","40.975570","13.324983"
"2025-04-19","17","강서가양점","SmGRiM7I",8,7,73,71,"0.541667","0.048333","0.288333","0.205000","144.828585","27.745697","34.146341","13.844088"
"2025-04-19","17","강서가양점","YqrlcKDQ",5,4,31,28,"0.221667","0.048333","0.108333","0.065000","82.759191","46.153988","61.538462","20.000000"
"2025-04-19","17","강서가양점","bmVDog4f",13,12,93,89,"0.993333","0.230000","0.485000","0.278333","52.173913","26.804124","43.113824","12.551934"
"2025-04-19","17","강서가양점","gYAGKqf9",4,4,23,23,"0.448333","0.103333","0.231667","0.113333","38.709802","17.266162","35.294221","8.921960"
"2025-04-19","17","강서가양점","k0Fw4FtR",7,7,66,66,"0.973333","0.141667","0.488333","0.343333","49.411648","14.334481","20.388369","7.191761"
