"일자","센터명","시간대","원주문수","분리주문수","출고UNIT","출고SKU","피킹대기시간","피킹시간","패킹대기시간","패킹시간","총 피패킹 시간","피패킹 품질 12.0분 준수건수","피패킹 품질 15.0분 초과건수","총피패킹MH","피킹대기MH","피킹MH","패킹MH","총입고MH","지원MH","총투입MH","예약주문수","라이더 배차시간","도착시간","픽업시간","전달시간","총 배달 품질","라이더 대기건","라이더 대기건(선도착제외)","봉다리 대기건","라이더 대기시간","봉다리 대기시간"
"2025-05-08","강남논현점",0,"1","1","15","5","4.91","1.77","0.31","0.90","7.89","1","0","31.5","9.3","14.6","7.6","0.0","15.3","57.8","0","10.07","7.16","0.68","10.83","28.75","0","0","0","0.00","0.00"
"2025-05-08","강남논현점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남논현점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남논현점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남논현점",4,"","","","","","","","","","","","0.1","0.1","0.0","0.0","9.4","0.0","9.5","","","","","","","","","","",""
"2025-05-08","강남논현점",5,"","","","","","","","","","","","2.0","2.0","0.0","0.0","275.0","2.9","281.0","","","","","","","","","","",""
"2025-05-08","강남논현점",6,"","","","","","","","","","","","0.3","0.3","0.0","0.0","313.2","5.8","319.3","","","","","","","","","","",""
"2025-05-08","강남논현점",7,"","","","","","","","","","","","0.3","0.3","0.0","0.0","154.8","56.0","384.3","","","","","","","","","","",""
"2025-05-08","강남논현점",8,"20","20","241","147","83.18","35.08","9.45","21.35","149.06","16","1","83.9","27.9","35.3","20.7","25.3","94.7","237.5","20","13.76","6.75","1.32","10.78","32.63","3","2","17","2.55","15.84"
"2025-05-08","강남논현점",9,"51","51","612","363","211.39","103.30","15.13","52.75","382.57","47","0","195.2","52.0","95.2","48.0","0.0","52.8","261.2","11","11.60","4.59","1.18","10.75","28.15","5","3","47","2.97","10.80"
"2025-05-08","강남논현점",10,"41","42","455","296","219.84","92.00","12.64","37.87","362.35","37","3","163.8","46.0","82.8","35.0","0.1","89.4","255.3","1","12.61","6.23","1.64","11.02","31.53","5","2","37","3.77","12.13"
"2025-05-08","강남논현점",11,"30","30","275","199","111.24","57.09","9.03","27.48","204.84","29","0","150.5","39.8","74.7","36.0","0.0","146.1","319.0","0","9.50","8.33","1.47","11.07","30.39","1","0","29","1.67","11.46"
"2025-05-08","강남논현점",12,"41","41","416","244","166.40","78.23","10.44","32.62","287.69","40","0","134.3","35.4","69.5","29.4","0.1","92.3","241.5","1","8.11","7.11","1.55","10.74","27.55","3","2","38","2.09","9.05"
"2025-05-08","강남논현점",13,"39","39","418","267","275.29","89.17","9.93","44.76","419.15","25","2","164.6","37.1","87.9","39.6","0.0","92.9","286.3","3","9.89","4.34","2.77","13.14","30.17","13","6","27","4.35","7.52"
"2025-05-08","강남논현점",14,"40","41","523","311","229.04","97.61","11.13","59.37","397.15","29","4","227.8","53.9","105.7","68.2","0.0","80.0","326.8","2","9.98","6.45","2.84","10.76","30.05","8","2","32","5.38","9.57"
"2025-05-08","강남논현점",15,"39","39","412","278","194.09","86.94","11.21","42.21","334.45","35","1","154.9","43.4","76.7","34.8","0.0","98.6","275.9","1","10.38","6.62","1.76","11.58","30.36","6","1","31","6.65","11.52"
"2025-05-08","강남논현점",16,"46","46","493","306","303.86","89.06","14.01","45.26","452.19","35","1","209.7","55.2","99.7","54.8","0.5","43.1","321.7","2","10.16","4.00","2.78","12.54","29.51","18","8","28","3.73","9.54"
"2025-05-08","강남논현점",17,"58","59","584","365","110.79","126.26","21.04","61.03","319.12","58","0","232.6","62.6","117.3","52.7","0.0","14.6","308.3","4","9.07","5.33","1.22","13.29","28.93","5","1","52","1.03","10.06"
"2025-05-08","강남논현점",18,"56","58","595","393","256.22","113.34","20.58","59.61","449.75","57","1","268.0","74.1","124.2","69.7","2.5","32.5","362.3","1","13.11","7.46","1.08","14.42","36.09","2","0","56","3.85","13.59"
"2025-05-08","강남논현점",19,"45","45","439","282","70.84","94.86","14.85","51.65","232.20","43","0","211.7","54.1","99.5","58.1","0.4","90.8","414.5","0","15.38","7.69","0.66","12.19","35.94","0","0","44","0.00","17.88"
"2025-05-08","강남논현점",20,"50","52","501","340","30.88","111.18","15.26","58.40","215.72","52","0","277.1","104.1","110.2","62.8","0.0","140.6","419.0","2","10.43","6.74","1.05","11.08","29.33","0","0","52","0.00","12.98"
"2025-05-08","강남논현점",21,"61","63","651","392","89.70","127.69","19.78","69.75","306.92","62","1","280.7","90.2","124.5","66.0","0.0","117.9","399.2","4","9.49","6.86","1.66","10.61","28.65","5","0","58","4.44","12.93"
"2025-05-08","강남논현점",22,"49","49","489","307","44.26","98.61","16.48","45.57","204.92","49","0","225.5","80.0","98.7","46.8","0.0","37.1","300.4","0","10.28","7.02","0.70","10.76","28.78","0","0","49","0.00","13.14"
"2025-05-08","강남논현점",23,"50","50","427","282","66.46","88.12","15.65","46.34","216.57","50","0","40.1","71.1","-83.6","52.6","0.0","6.2","46.3","0","9.00","5.73","1.06","10.26","26.06","1","0","48","1.54","10.83"
"2025-05-08","강남압구정점",0,"","","","","","","","","","","","10.0","4.7","1.2","4.1","0.0","75.4","85.5","","","","","","","","","","",""
"2025-05-08","강남압구정점",1,"","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","44.8","44.9","","","","","","","","","","",""
"2025-05-08","강남압구정점",2,"","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","65.6","70.9","","","","","","","","","","",""
"2025-05-08","강남압구정점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남압구정점",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남압구정점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","38.0","12.6","50.6","","","","","","","","","","",""
"2025-05-08","강남압구정점",6,"","","","","","","","","","","","0.0","0.0","0.0","0.0","181.1","37.1","219.2","","","","","","","","","","",""
"2025-05-08","강남압구정점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","100.0","24.4","146.2","","","","","","","","","","",""
"2025-05-08","강남압구정점",8,"9","10","71","44","46.99","14.21","3.60","8.38","73.18","10","0","32.0","9.4","14.1","8.5","89.2","43.8","175.8","10","7.31","6.47","0.45","12.64","26.88","0","0","10","0.00","6.48"
"2025-05-08","강남압구정점",9,"25","31","308","181","164.46","58.31","15.78","37.01","275.56","21","0","109.6","26.9","52.4","30.3","7.0","87.2","209.7","5","7.69","6.46","2.00","10.36","26.54","4","0","27","6.74","7.07"
"2025-05-08","강남압구정점",10,"23","27","277","158","109.63","44.82","14.52","35.54","204.51","25","0","109.1","32.5","42.3","34.3","9.7","109.9","228.7","3","5.67","4.01","2.43","10.16","22.29","11","1","16","3.84","6.23"
"2025-05-08","강남압구정점",11,"25","29","304","195","218.55","55.32","11.09","35.50","320.46","17","4","130.4","29.1","62.3","39.0","0.1","57.1","213.8","0","6.57","5.94","2.79","9.65","24.97","13","6","16","4.23","6.12"
"2025-05-08","강남압구정점",12,"19","20","194","103","49.15","37.10","6.34","21.29","113.88","19","0","70.8","22.3","29.8","18.7","0.0","166.1","294.3","1","7.62","4.65","1.43","11.17","24.89","2","1","18","1.24","7.46"
"2025-05-08","강남압구정점",13,"18","19","162","108","37.57","31.73","4.94","17.10","91.34","19","0","105.0","40.6","40.7","23.7","0.0","17.3","196.0","3","8.21","3.62","0.81","11.51","24.17","1","0","18","0.86","17.72"
"2025-05-08","강남압구정점",14,"27","32","415","229","128.18","68.83","16.69","42.19","255.89","30","0","147.6","46.5","63.5","37.6","0.0","155.3","314.4","0","6.82","7.40","1.46","11.47","27.17","5","0","27","3.37","8.02"
"2025-05-08","강남압구정점",15,"20","21","181","131","16.49","38.95","6.95","26.79","89.18","21","0","144.3","68.0","44.7","31.6","0.0","62.0","235.6","2","7.52","3.57","0.86","10.90","22.88","0","0","21","0.00","6.87"
"2025-05-08","강남압구정점",16,"31","32","314","186","70.61","68.80","9.20","46.22","194.83","31","0","171.8","57.6","68.7","45.5","0.0","8.0","301.2","1","9.34","7.67","0.85","11.33","29.20","3","1","29","2.46","12.91"
"2025-05-08","강남압구정점",17,"41","45","411","238","93.22","79.55","12.28","41.45","226.50","45","0","173.7","59.4","74.5","39.8","0.0","4.2","178.2","0","10.00","6.85","1.01","12.71","30.59","4","0","41","2.05","13.03"
"2025-05-08","강남압구정점",18,"44","47","464","281","105.25","92.02","11.99","53.68","262.94","45","1","208.6","61.7","96.2","50.7","0.0","59.3","269.2","1","9.18","5.99","0.82","9.63","25.65","1","0","46","0.92","9.83"
"2025-05-08","강남압구정점",19,"23","25","283","177","43.91","50.80","7.74","31.34","133.79","25","0","131.1","50.5","47.6","33.0","0.6","53.0","243.3","0","9.81","5.78","1.24","11.44","28.29","0","0","25","0.00","10.26"
"2025-05-08","강남압구정점",20,"27","28","268","164","18.63","52.01","9.21","30.77","110.62","28","0","175.2","87.7","54.0","33.5","0.0","29.5","235.4","2","9.66","9.58","1.56","10.54","31.36","0","0","28","0.00","15.31"
"2025-05-08","강남압구정점",21,"27","29","278","164","21.42","49.97","9.19","26.65","107.23","29","0","149.1","69.9","52.7","26.5","0.0","30.3","179.5","0","7.92","6.11","0.81","12.37","27.24","0","0","29","0.00","10.35"
"2025-05-08","강남압구정점",22,"24","26","237","132","11.82","38.65","8.43","20.67","79.57","26","0","143.0","79.9","38.7","24.4","0.0","34.1","183.1","1","10.20","6.86","0.73","9.48","27.29","0","0","26","0.00","14.02"
"2025-05-08","강남압구정점",23,"17","21","200","124","16.83","31.68","4.85","11.29","64.65","21","0","-13.8","-57.1","31.7","11.6","0.0","26.7","24.5","0","7.60","7.55","0.69","9.61","25.46","0","0","21","0.00","12.09"
"2025-05-08","강남양재점",0,"3","3","27","17","12.22","4.36","0.56","1.84","18.98","3","0","19.0","5.1","7.1","6.8","0.0","42.8","83.5","0","","","","","","0","0","0","0.00","0.00"
"2025-05-08","강남양재점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남양재점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남양재점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강남양재점",4,"","","","","","","","","","","","0.0","0.0","0.0","0.0","4.0","0.0","14.4","","","","","","","","","","",""
"2025-05-08","강남양재점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","197.6","15.1","234.5","","","","","","","","","","",""
"2025-05-08","강남양재점",6,"","","","","","","","","","","","0.0","0.0","0.0","0.0","184.3","63.2","282.8","","","","","","","","","","",""
"2025-05-08","강남양재점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","404.1","9.3","418.2","","","","","","","","","","",""
"2025-05-08","강남양재점",8,"11","11","99","70","29.16","17.40","5.71","11.62","63.89","11","0","37.2","7.8","17.5","11.9","106.3","175.7","341.9","11","6.52","2.71","1.28","12.45","22.99","2","0","9","1.68","4.58"
"2025-05-08","강남양재점",9,"49","49","469","286","200.40","107.75","24.76","61.65","394.56","44","2","208.0","40.6","105.8","61.6","5.4","78.9","340.5","10","10.55","5.55","2.01","13.05","31.19","7","2","42","2.78","9.88"
"2025-05-08","강남양재점",10,"39","39","474","284","113.03","124.61","18.32","61.19","317.15","34","2","210.5","31.7","125.1","53.7","0.8","111.3","407.2","2","10.53","2.81","2.80","11.60","27.77","6","3","33","4.85","7.07"
"2025-05-08","강남양재점",11,"41","41","559","353","286.85","124.51","25.68","71.62","508.66","22","12","215.9","31.9","114.7","69.3","0.0","110.4","461.4","4","13.60","8.27","2.81","13.53","38.23","11","9","30","3.96","14.41"
"2025-05-08","강남양재점",12,"31","31","355","252","147.92","97.97","14.03","52.75","312.67","24","3","199.8","32.5","107.0","60.3","0.0","81.5","402.8","0","8.30","5.30","4.26","11.60","29.47","9","7","22","4.39","6.78"
"2025-05-08","강남양재점",13,"35","35","344","211","83.52","109.05","17.86","55.06","265.49","33","2","201.9","42.1","109.0","50.8","0.0","71.4","323.6","1","8.57","6.45","1.51","12.51","29.06","8","6","27","2.11","10.28"
"2025-05-08","강남양재점",14,"32","32","344","207","113.08","79.77","14.57","47.42","254.84","28","0","167.5","40.5","78.3","48.7","0.0","95.0","279.7","1","12.60","6.43","0.78","15.36","35.19","0","0","32","0.00","11.09"
"2025-05-08","강남양재점",15,"39","39","460","303","123.11","116.28","14.61","78.21","332.21","35","1","217.7","33.2","109.8","74.7","0.0","45.4","283.4","1","13.86","8.59","1.64","15.99","40.10","1","0","38","3.22","14.40"
"2025-05-08","강남양재점",16,"46","46","417","270","152.94","104.71","16.20","68.25","342.10","43","1","228.4","39.3","111.5","77.6","0.0","105.7","351.7","4","9.98","8.29","2.28","12.97","33.55","7","2","39","4.65","13.64"
"2025-05-08","강남양재점",17,"53","53","498","341","109.89","133.10","19.18","98.48","360.65","52","1","265.8","39.7","132.1","94.0","0.4","102.8","480.6","1","10.82","7.36","1.17","14.35","33.72","2","0","51","4.51","12.08"
"2025-05-08","강남양재점",18,"64","64","652","433","306.15","163.54","24.60","119.64","613.93","50","5","292.6","31.0","150.5","111.1","0.0","36.9","432.8","5","12.92","6.65","1.19","13.60","34.39","11","7","53","2.06","12.51"
"2025-05-08","강남양재점",19,"57","57","600","379","183.78","137.36","17.27","96.32","434.73","52","2","289.5","34.8","150.2","104.5","12.1","34.1","389.8","3","11.63","9.47","0.89","13.74","35.76","2","1","55","2.08","14.06"
"2025-05-08","강남양재점",20,"57","58","609","327","157.34","143.47","21.01","97.40","419.22","56","1","301.9","43.2","154.4","104.3","0.0","38.7","449.2","2","13.73","6.99","1.50","12.63","34.87","2","0","56","5.85","14.20"
"2025-05-08","강남양재점",21,"46","46","476","307","194.92","122.06","14.86","83.59","415.43","42","2","253.1","39.2","126.3","87.6","0.0","89.7","393.0","1","10.66","6.14","1.50","11.89","30.20","6","3","40","5.88","9.84"
"2025-05-08","강남양재점",22,"56","56","530","335","212.05","129.16","17.06","93.11","451.38","52","0","241.8","36.1","118.2","87.5","0.0","50.4","315.2","3","12.48","5.64","1.04","10.85","30.04","3","2","53","1.41","10.74"
"2025-05-08","강남양재점",23,"36","36","338","197","76.79","75.13","9.77","49.46","211.15","35","0","-61.0","29.2","-91.0","0.8","0.0","15.7","-23.0","0","9.49","4.70","0.94","11.63","26.78","1","1","35","2.23","8.76"
"2025-05-08","강동천호점",0,"","","","","","","","","","","","0.6","0.1","0.0","0.5","0.0","32.1","45.9","","","","","","","","","","",""
"2025-05-08","강동천호점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강동천호점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강동천호점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강동천호점",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강동천호점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","238.4","1.0","239.6","","","","","","","","","","",""
"2025-05-08","강동천호점",6,"","","","","","","","","","","","0.0","0.0","0.0","0.0","247.2","7.3","254.8","","","","","","","","","","",""
"2025-05-08","강동천호점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","243.5","20.1","264.7","","","","","","","","","","",""
"2025-05-08","강동천호점",8,"7","7","78","51","10.73","14.23","3.71","11.71","40.38","7","0","40.6","14.3","14.3","12.0","35.6","180.9","267.2","7","4.93","6.51","0.28","16.73","28.48","0","0","7","0.00","5.69"
"2025-05-08","강동천호점",9,"33","33","374","247","96.49","68.00","9.31","38.49","212.29","31","0","137.4","32.0","66.6","38.8","0.0","156.8","294.2","7","9.59","6.74","1.33","14.31","31.99","2","2","31","0.82","10.61"
"2025-05-08","강동천호점",10,"33","33","336","233","52.74","61.24","7.81","32.22","154.01","33","0","116.5","29.1","56.2","31.2","0.0","90.4","206.9","0","7.44","5.60","1.58","11.74","26.37","0","0","33","0.00","8.39"
"2025-05-08","강동천호점",11,"29","29","227","178","121.14","38.82","6.01","20.41","186.38","29","0","90.3","26.9","42.3","21.1","2.0","82.4","234.5","2","6.30","3.88","2.55","13.31","26.06","7","4","22","3.33","6.03"
"2025-05-08","강동천호점",12,"38","38","366","259","73.38","79.79","9.97","49.33","212.47","38","0","160.2","34.1","77.7","48.4","0.0","128.1","351.0","0","6.32","3.71","1.04","13.29","24.38","2","1","36","1.77","4.81"
"2025-05-08","강동천호점",13,"30","32","382","232","197.95","72.65","9.42","46.16","326.18","24","2","132.1","28.8","63.8","39.5","0.0","48.1","240.7","3","6.26","5.10","3.13","15.05","29.55","10","6","22","4.61","3.82"
"2025-05-08","강동천호점",14,"34","34","337","229","88.27","72.20","9.59","46.22","216.28","31","0","161.5","36.9","74.9","49.7","0.0","139.1","302.0","4","7.03","5.47","1.20","14.47","28.18","2","2","32","1.03","6.60"
"2025-05-08","강동천호점",15,"40","40","382","279","86.73","71.79","11.47","51.70","221.69","39","0","175.2","42.4","77.7","55.1","0.0","36.7","270.6","2","7.62","4.06","2.28","15.00","28.97","2","0","38","2.55","6.61"
"2025-05-08","강동천호점",16,"46","46","551","333","54.86","98.98","13.00","61.57","228.41","45","0","234.4","69.1","100.8","64.5","0.0","35.5","269.9","2","7.02","4.84","1.52","12.78","26.18","5","1","42","2.28","7.74"
"2025-05-08","강동천호점",17,"51","51","478","331","122.05","93.65","15.38","61.54","292.62","51","0","201.8","54.1","87.8","59.9","0.0","44.9","306.0","4","7.59","4.18","1.15","12.85","25.79","2","1","49","4.01","6.46"
"2025-05-08","강동천호점",18,"59","59","537","361","58.38","112.36","17.50","71.55","259.79","58","0","252.5","63.2","114.1","75.2","2.3","39.5","351.1","6","8.13","6.88","1.66","15.76","32.45","3","1","56","2.39","11.26"
"2025-05-08","강동천호점",19,"69","69","778","473","236.49","144.79","21.58","99.55","502.41","64","1","267.9","56.0","128.1","83.8","0.0","37.5","363.0","3","13.57","6.95","1.44","15.37","37.33","4","3","65","3.11","14.25"
"2025-05-08","강동천호점",20,"58","58","599","388","269.62","120.65","19.91","81.34","491.52","52","1","276.3","61.7","123.1","91.5","0.0","25.7","358.3","1","9.93","7.40","1.67","14.76","33.78","4","3","54","3.84","9.82"
"2025-05-08","강동천호점",21,"57","57","590","358","269.97","107.09","17.73","64.14","458.93","54","0","215.6","49.6","104.3","61.7","0.0","69.8","299.5","0","7.96","5.20","2.86","12.74","28.78","12","7","45","3.43","7.41"
"2025-05-08","강동천호점",22,"51","51","447","303","99.75","80.93","11.37","41.24","233.29","50","0","203.0","58.0","95.5","49.5","0.0","38.1","241.1","0","7.80","6.20","1.83","13.29","29.14","4","0","47","4.10","10.60"
"2025-05-08","강동천호점",23,"37","37","310","195","30.13","66.11","14.05","36.44","146.73","37","0","-65.1","-108.3","5.4","37.8","0.0","61.5","-2.4","0","6.80","3.59","1.26","10.77","22.44","1","0","36","1.79","6.70"
"2025-05-08","강북미아점",0,"","","","","","","","","","","","26.7","19.4","4.6","2.7","163.4","1.8","205.3","","","","","","","","","","",""
"2025-05-08","강북미아점",1,"","","","","","","","","","","","0.0","0.0","0.0","0.0","129.7","107.1","237.0","","","","","","","","","","",""
"2025-05-08","강북미아점",2,"","","","","","","","","","","","0.0","0.0","0.0","0.0","134.0","4.4","324.6","","","","","","","","","","",""
"2025-05-08","강북미아점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","강북미아점",4,"","","","","","","","","","","","0.1","0.1","0.0","0.0","207.6","11.0","221.2","","","","","","","","","","",""
"2025-05-08","강북미아점",5,"","","","","","","","","","","","0.6","0.6","0.0","0.0","108.2","4.5","129.0","","","","","","","","","","",""
"2025-05-08","강북미아점",6,"22","22","178","117","40.38","32.97","5.60","25.14","104.09","22","0","85.4","29.6","31.5","24.3","140.0","16.7","242.1","12","12.77","5.39","0.74","11.18","30.10","1","0","21","2.14","14.20"
"2025-05-08","강북미아점",7,"10","12","144","80","10.71","23.92","3.38","19.27","57.28","12","0","52.0","12.6","22.0","17.4","163.2","26.4","241.6","3","7.29","2.59","1.72","11.34","22.97","2","0","10","2.08","6.58"
"2025-05-08","강북미아점",8,"18","19","180","118","19.18","32.89","7.01","24.94","84.02","19","0","100.6","47.1","28.8","24.7","25.2","123.4","316.8","4","9.04","3.86","0.70","11.64","25.26","0","0","19","0.00","8.50"
"2025-05-08","강북미아점",9,"41","42","443","285","347.64","82.11","13.03","56.56","499.34","19","12","147.9","31.4","70.3","46.2","0.0","84.6","273.9","4","9.54","6.28","2.73","12.54","31.12","12","10","30","3.83","7.07"
"2025-05-08","강북미아점",10,"36","40","365","233","296.96","70.08","11.95","61.89","440.88","24","7","188.5","41.5","79.7","67.3","0.0","25.5","290.6","3","8.03","4.49","2.24","10.86","25.64","14","8","26","4.42","4.71"
"2025-05-08","강북미아점",11,"46","48","438","304","396.77","94.16","10.99","62.82","564.74","21","7","177.8","34.9","83.9","59.0","0.0","11.8","200.6","5","8.94","5.56","1.88","13.49","29.89","17","12","31","2.69","5.74"
"2025-05-08","강북미아점",12,"31","32","268","179","356.63","50.38","10.77","37.04","454.82","9","16","148.7","33.7","63.4","51.6","0.0","12.5","190.2","1","8.76","5.70","2.79","13.19","30.47","12","8","20","5.27","3.60"
"2025-05-08","강북미아점",13,"29","30","305","181","80.99","63.78","9.01","42.75","196.53","30","0","158.2","44.4","67.4","46.4","0.0","77.5","249.3","0","8.61","3.65","0.95","12.13","25.36","1","0","29","3.50","6.05"
"2025-05-08","강북미아점",14,"42","46","369","285","345.57","86.47","12.44","61.16","505.64","31","5","151.1","32.1","68.3","50.7","0.0","31.7","320.6","1","8.27","4.88","1.78","12.88","27.83","10","3","36","4.33","3.98"
"2025-05-08","강북미아점",15,"39","44","390","262","192.83","88.38","20.80","61.93","363.94","38","0","245.0","69.1","104.5","71.4","0.0","100.8","416.7","1","7.31","4.70","1.62","15.40","29.05","10","5","34","2.26","5.52"
"2025-05-08","강북미아점",16,"47","53","441","322","399.58","107.62","18.20","77.61","603.01","31","7","218.6","48.7","96.9","73.0","0.0","116.2","510.4","4","7.76","7.54","1.71","13.77","30.81","15","12","38","2.94","6.67"
"2025-05-08","강북미아점",17,"70","77","703","487","991.36","144.09","27.42","99.10","1261.97","7","55","261.3","56.9","120.6","83.8","7.4","63.9","392.9","6","9.14","8.59","2.82","14.14","34.71","29","24","48","5.18","5.31"
"2025-05-08","강북미아점",18,"78","84","762","529","1065.94","153.70","25.46","111.45","1356.55","5","55","366.9","83.6","162.6","120.7","1.4","3.2","373.1","2","14.76","8.88","2.76","15.95","42.37","24","22","60","5.15","12.57"
"2025-05-08","강북미아점",19,"74","77","648","451","869.48","140.47","19.95","95.26","1125.16","13","37","346.6","75.8","159.4","111.4","0.0","7.5","421.4","4","28.92","6.52","1.89","14.57","51.93","10","9","67","2.85","24.04"
"2025-05-08","강북미아점",20,"58","62","510","311","806.30","123.65","18.68","71.10","1019.73","10","43","230.2","62.8","102.9","64.5","0.0","80.8","381.4","4","17.36","5.48","4.01","14.06","40.93","20","18","42","6.47","12.56"
"2025-05-08","강북미아점",21,"58","65","599","350","1052.49","117.13","23.02","81.44","1274.08","0","63","253.1","52.2","121.6","79.3","0.0","39.2","352.3","1","8.66","7.93","5.56","13.05","35.11","39","33","26","7.17","3.00"
"2025-05-08","강북미아점",22,"35","38","364","220","294.64","81.51","11.03","58.48","445.66","18","7","211.1","51.7","93.3","66.1","0.0","90.0","302.6","1","11.11","7.79","2.30","12.37","33.60","9","9","29","4.19","10.73"
"2025-05-08","강북미아점",23,"34","34","251","172","350.36","69.19","15.00","44.92","479.47","9","16","-100.7","-66.9","-33.2","-0.6","0.0","59.5","-31.2","0","11.80","9.69","2.60","13.36","37.46","10","6","24","7.27","14.99"
"2025-05-08","강서가양점",0,"","","","","","","","","","","","4.7","1.0","2.9","0.8","201.2","14.3","278.5","","","","","","","","","","",""
"2025-05-08","강서가양점",1,"","","","","","","","","","","","0.0","0.0","0.0","0.0","51.1","5.0","95.3","","","","","","","","","","",""
"2025-05-08","강서가양점",2,"","","","","","","","","","","","0.0","0.0","0.0","0.0","99.7","0.5","111.8","","","","","","","","","","",""
"2025-05-08","강서가양점",3,"","","","","","","","","","","","0.0","0.0","0.0","0.0","98.2","2.9","172.4","","","","","","","","","","",""
"2025-05-08","강서가양점",4,"","","","","","","","","","","","0.0","0.0","0.0","0.0","31.9","6.4","60.0","","","","","","","","","","",""
"2025-05-08","강서가양점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","116.2","6.7","149.0","","","","","","","","","","",""
"2025-05-08","강서가양점",6,"10","10","84","61","80.52","16.83","5.54","9.94","112.83","5","3","39.1","12.0","16.7","10.4","237.4","10.3","296.8","10","7.23","5.90","3.99","17.28","34.43","4","3","6","5.84","7.02"
"2025-05-08","강서가양점",7,"1","1","4","4","0.44","4.12","0.29","4.03","8.88","1","0","24.1","15.9","4.1","4.1","256.7","15.2","373.2","1","9.28","8.23","0.22","50.47","68.22","0","0","1","0.00","8.65"
"2025-05-08","강서가양점",8,"9","9","96","70","85.13","25.54","5.80","13.37","129.84","4","4","38.0","6.9","23.6","7.5","81.3","106.2","226.7","9","10.49","4.53","5.16","14.53","34.73","3","1","6","10.80","6.32"
"2025-05-08","강서가양점",9,"32","32","299","205","196.36","58.00","7.81","34.24","296.41","25","0","128.0","28.2","60.2","39.6","17.9","53.6","265.2","5","8.60","5.50","2.73","18.03","34.88","6","6","26","2.32","6.52"
"2025-05-08","강서가양점",10,"49","49","539","364","415.72","95.31","13.20","60.84","585.07","22","5","169.1","30.4","85.4","53.3","3.3","21.0","219.3","4","8.87","5.01","2.54","17.48","33.93","17","13","32","3.68","4.97"
"2025-05-08","강서가양점",11,"38","38","368","233","266.71","65.67","12.39","41.27","386.04","28","1","160.9","37.0","76.0","47.9","0.0","72.4","290.3","1","9.23","8.36","1.55","16.76","35.93","2","1","36","3.17","8.05"
"2025-05-08","강서가양점",12,"46","46","387","240","332.00","72.66","13.82","49.22","467.70","29","3","148.6","35.0","64.7","48.9","0.0","28.7","294.3","4","7.73","4.42","2.29","17.30","31.76","17","9","30","2.84","4.83"
"2025-05-08","강서가양점",13,"36","37","327","225","181.14","60.22","10.68","34.98","287.02","36","0","119.8","27.6","59.4","32.8","0.0","58.0","236.7","1","8.71","5.26","2.16","14.22","30.37","2","2","35","0.44","6.61"
"2025-05-08","강서가양점",14,"30","30","309","192","170.17","62.43","8.57","36.31","277.48","28","0","132.6","26.4","66.6","39.6","0.0","59.0","268.9","2","7.82","5.70","1.62","20.06","35.22","2","1","28","0.70","4.65"
"2025-05-08","강서가양점",15,"38","38","377","255","152.08","86.44","12.67","58.01","309.20","34","0","175.7","38.0","81.5","56.2","0.0","65.6","272.6","1","9.78","5.20","0.97","16.76","32.74","2","2","36","2.03","7.36"
"2025-05-08","강서가양점",16,"54","54","523","377","257.52","123.63","14.93","79.51","475.59","49","1","249.7","47.1","122.4","80.2","0.0","53.2","302.9","5","9.00","4.72","2.26","20.70","36.71","9","4","45","3.53","6.63"
"2025-05-08","강서가양점",17,"54","54","499","343","330.83","109.75","17.31","75.51","533.40","43","1","247.9","54.6","112.8","80.5","0.0","59.7","365.5","4","9.34","8.51","0.96","17.97","36.80","4","2","50","1.63","8.77"
"2025-05-08","강서가양점",18,"63","64","667","480","479.75","158.46","21.61","104.56","764.38","33","11","308.0","67.8","147.6","92.6","0.0","14.6","382.2","4","13.38","12.70","1.42","21.59","49.11","0","0","64","0.00","14.16"
