"일자","센터명","시간대","원주문수","분리주문수","출고UNIT","출고SKU","피킹대기시간","피킹시간","패킹대기시간","패킹시간","총 피패킹 시간","피패킹 품질 12.0분 준수건수","피패킹 품질 15.0분 초과건수","총피패킹MH","피킹대기MH","피킹MH","패킹MH","총입고MH","지원MH","총투입MH","예약주문수","라이더 배차시간","도착시간","픽업시간","전달시간","총 배달 품질","라이더 대기건","라이더 대기건(선도착제외)","봉다리 대기건","라이더 대기시간","봉다리 대기시간"
"2025-05-08","대구중구점",13,"22","22","234","153","94.03","50.79","7.09","36.73","188.64","19","0","110.8","21.6","51.1","38.1","0.0","88.2","213.2","1","10.47","6.10","1.28","17.68","35.56","0","0","22","0.00","8.03"
"2025-05-08","대구중구점",14,"25","25","228","174","113.97","49.34","11.00","38.71","213.02","21","1","120.9","35.4","48.4","37.1","0.0","13.8","235.4","1","13.14","6.98","1.59","17.15","38.89","2","2","23","2.24","12.83"
"2025-05-08","대구중구점",15,"17","17","133","104","88.81","38.60","6.44","30.19","164.04","10","2","75.5","15.3","34.7","25.5","0.1","126.5","248.1","0","8.66","6.48","4.21","18.11","37.49","4","4","13","3.75","8.37"
"2025-05-08","대구중구점",16,"33","33","315","209","204.42","65.46","14.85","52.58","337.31","23","1","153.7","32.1","66.4","55.2","0.0","26.9","303.8","4","9.61","8.00","1.59","15.73","34.95","1","1","32","1.20","7.68"
"2025-05-08","대구중구점",17,"34","35","244","176","116.96","66.92","16.21","48.61","248.70","33","0","166.4","40.2","75.8","50.4","0.0","24.0","275.2","4","10.65","5.51","1.40","19.11","36.69","3","3","32","1.64","10.09"
"2025-05-08","대구중구점",18,"42","43","343","233","108.85","89.78","20.93","59.63","279.19","43","0","187.0","49.4","81.9","55.7","0.0","94.7","303.3","5","11.82","10.88","1.91","18.15","42.79","0","0","43","0.00","16.24"
"2025-05-08","대구중구점",19,"31","31","339","233","237.87","85.89","11.25","64.73","399.74","15","10","173.7","30.2","82.9","60.6","0.0","68.0","276.6","2","12.33","9.64","3.53","15.47","41.00","4","4","27","3.67","10.99"
"2025-05-08","대구중구점",20,"26","26","251","171","123.58","65.31","13.21","35.17","237.27","22","1","129.6","29.2","63.0","37.4","0.0","100.4","300.3","0","10.51","4.92","3.23","17.19","35.88","4","3","23","2.63","8.13"
"2025-05-08","대구중구점",21,"30","30","276","202","220.45","79.02","20.66","58.40","378.53","14","6","166.6","41.8","71.8","53.0","0.0","15.9","183.0","1","8.43","8.05","2.41","15.94","34.85","7","5","23","5.91","6.87"
"2025-05-08","대구중구점",22,"23","23","229","146","191.98","46.84","7.32","37.34","283.48","9","4","131.1","26.5","58.3","46.3","0.0","11.3","142.5","0","8.93","6.72","2.75","15.27","33.69","6","5","17","2.42","5.39"
"2025-05-08","대구중구점",23,"16","16","136","103","47.36","30.82","4.16","23.45","105.79","16","0","-33.8","-46.2","43.4","-31.0","0.1","33.2","-0.5","0","9.22","6.03","1.05","12.62","28.95","1","1","15","0.23","8.04"
"2025-05-08","대전서구점",0,"","","","","","","","","","","","15.3","12.3","1.1","1.9","0.0","0.0","25.6","","7.37","2.73","1.00","7.25","18.38","","","","",""
"2025-05-08","대전서구점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전서구점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전서구점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전서구점",4,"","","","","","","","","","","","0.0","0.0","0.0","0.0","24.9","0.0","25.0","","","","","","","","","","",""
"2025-05-08","대전서구점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","61.4","0.2","61.8","","","","","","","","","","",""
"2025-05-08","대전서구점",6,"","","","","","","","","","","","0.1","0.1","0.0","0.0","359.0","6.4","366.9","","","","","","","","","","",""
"2025-05-08","대전서구점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","176.7","4.7","202.3","","","","","","","","","","",""
"2025-05-08","대전서구점",8,"18","18","170","111","91.35","32.07","7.06","19.33","149.81","13","2","100.8","49.3","31.9","19.6","137.1","18.3","326.4","18","7.81","5.52","1.50","11.51","26.36","6","4","12","2.59","8.83"
"2025-05-08","대전서구점",9,"36","36","272","202","86.17","61.50","11.03","35.62","194.32","36","0","165.1","68.9","61.7","34.5","6.1","0.8","232.2","14","6.96","4.83","1.31","13.41","26.53","5","4","31","1.48","7.68"
"2025-05-08","대전서구점",10,"30","30","287","182","67.18","49.79","7.97","32.06","157.00","29","0","143.0","66.3","47.4","29.3","0.0","10.7","223.1","2","7.23","2.96","0.97","13.45","24.62","3","2","27","1.63","5.70"
"2025-05-08","대전서구점",11,"30","30","287","219","64.09","64.64","10.46","37.66","176.85","29","0","176.4","69.4","67.3","39.7","0.0","8.0","303.0","6","7.98","3.90","0.69","10.03","22.61","1","1","29","1.78","6.27"
"2025-05-08","대전서구점",12,"39","40","356","268","112.92","66.93","10.84","38.65","229.34","40","0","167.0","59.8","67.7","39.5","0.0","17.3","243.1","2","6.39","4.90","1.18","12.10","24.58","3","0","37","3.92","6.35"
"2025-05-08","대전서구점",13,"41","41","385","261","42.85","70.45","10.88","41.29","165.47","41","0","193.8","82.3","70.3","41.2","0.2","99.2","295.2","3","6.86","3.77","0.90","11.64","23.19","5","0","36","1.58","7.75"
"2025-05-08","대전서구점",14,"30","32","328","212","19.41","81.09","11.02","46.78","158.30","31","1","242.0","125.0","78.8","38.2","0.1","65.8","339.8","2","8.56","3.48","0.77","12.97","25.81","1","1","31","2.61","7.43"
"2025-05-08","대전서구점",15,"45","45","445","297","200.67","93.07","17.37","74.94","386.05","37","3","238.0","57.2","95.1","85.7","0.0","99.3","337.7","6","7.24","5.75","1.69","14.39","29.10","6","2","39","4.23","5.76"
"2025-05-08","대전서구점",16,"46","46","412","291","81.77","85.96","13.55","55.21","236.49","46","0","204.9","64.5","84.6","55.8","0.0","107.4","312.4","9","7.90","5.94","0.86","13.44","28.16","1","1","45","2.57","8.97"
"2025-05-08","대전서구점",17,"82","82","709","500","313.04","162.18","23.48","96.90","595.60","76","1","302.1","78.9","136.1","87.1","1.0","3.8","362.5","5","9.83","8.03","0.87","14.17","32.93","5","4","77","2.43","11.46"
"2025-05-08","대전서구점",18,"70","70","667","429","496.80","152.69","22.24","103.70","775.43","44","5","333.6","69.4","161.7","102.5","0.0","7.8","400.6","3","22.03","9.28","1.18","14.65","47.15","2","2","68","1.59","20.89"
"2025-05-08","대전서구점",19,"75","75","869","556","603.15","178.91","19.61","103.82","905.49","43","12","335.6","69.6","163.4","102.6","0.0","0.0","335.7","4","19.34","8.32","2.19","14.40","44.26","7","6","68","3.86","17.61"
"2025-05-08","대전서구점",20,"63","64","608","420","611.56","138.34","19.71","93.08","862.69","23","16","316.0","61.8","156.6","97.6","0.0","32.9","408.7","0","9.28","7.45","3.07","11.97","31.79","18","14","46","4.63","6.36"
"2025-05-08","대전서구점",21,"60","62","591","372","715.23","128.78","16.78","87.02","947.81","7","25","275.5","60.0","123.0","92.5","0.0","72.8","349.2","1","5.81","6.80","5.59","11.19","29.41","38","30","24","6.17","2.89"
"2025-05-08","대전서구점",22,"53","53","454","308","224.76","105.14","15.29","72.47","417.66","44","2","285.7","63.5","129.7","92.5","0.0","61.0","367.0","1","9.40","7.89","1.08","12.07","30.46","8","6","45","1.74","11.41"
"2025-05-08","대전서구점",23,"42","42","400","257","30.77","68.56","9.69","39.17","148.19","41","0","28.8","23.0","14.2","-8.4","0.0","29.2","64.8","0","8.98","5.98","1.08","11.64","27.69","1","1","41","4.44","12.16"
"2025-05-08","대전유성점",0,"","","","","","","","","","","","0.3","0.3","0.0","0.0","0.0","5.7","16.1","","","","","","","","","","",""
"2025-05-08","대전유성점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전유성점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전유성점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전유성점",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전유성점",5,"","","","","","","","","","","","4.1","4.1","0.0","0.0","52.9","0.1","57.2","","","","","","","","","","",""
"2025-05-08","대전유성점",6,"","","","","","","","","","","","0.1","0.1","0.0","0.0","133.5","0.9","159.9","","","","","","","","","","",""
"2025-05-08","대전유성점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","180.8","8.6","191.6","","","","","","","","","","",""
"2025-05-08","대전유성점",8,"9","9","99","72","82.45","17.26","3.00","14.61","117.32","4","4","33.1","5.8","15.9","11.4","101.8","9.3","150.0","9","5.74","3.37","4.87","12.94","26.94","7","5","2","6.31","4.50"
"2025-05-08","대전유성점",9,"26","26","244","149","81.39","44.98","5.29","24.22","155.88","24","0","89.3","22.1","42.8","24.4","4.9","27.6","154.7","5","6.57","3.21","3.77","11.86","25.43","6","5","20","2.46","5.69"
"2025-05-08","대전유성점",10,"25","26","244","164","121.32","41.31","4.13","28.82","195.58","24","0","105.5","34.0","40.9","30.6","1.4","17.6","198.4","7","8.45","7.45","1.80","12.28","30.00","2","0","24","7.24","9.70"
"2025-05-08","대전유성점",11,"29","29","231","165","97.64","41.30","6.48","27.08","172.50","28","1","97.5","25.7","42.3","29.5","0.0","41.0","150.0","1","8.10","7.19","1.41","11.76","28.48","1","1","28","7.04","9.95"
"2025-05-08","대전유성점",12,"15","15","148","85","59.99","24.21","4.82","14.04","103.06","13","0","77.6","36.5","26.9","14.2","0.0","10.4","158.0","1","5.93","4.43","0.75","11.52","22.65","2","1","13","0.94","4.20"
"2025-05-08","대전유성점",13,"16","16","159","99","47.51","29.48","3.97","21.84","102.80","14","0","75.0","20.3","29.5","25.2","0.0","88.2","163.3","1","6.75","4.15","2.90","14.05","27.86","4","3","12","3.17","7.04"
"2025-05-08","대전유성점",14,"21","21","184","115","25.48","37.11","5.60","30.37","98.56","21","0","87.0","19.0","36.9","31.1","0.0","80.7","168.1","1","8.42","5.60","1.75","13.31","29.09","1","0","20","0.25","9.83"
"2025-05-08","대전유성점",15,"30","30","242","164","29.68","48.05","8.45","44.07","130.25","30","0","145.6","51.1","48.2","46.3","0.0","67.3","213.1","4","7.00","4.37","1.52","13.56","26.47","0","0","30","0.00","7.05"
"2025-05-08","대전유성점",16,"35","35","317","227","142.33","73.19","10.39","57.14","283.05","29","1","154.7","33.7","67.6","53.4","0.0","58.7","270.1","4","6.22","7.34","1.99","12.61","28.18","7","5","28","2.91","7.59"
"2025-05-08","대전유성점",17,"42","42","387","293","155.15","81.25","13.10","68.41","317.91","40","0","171.9","27.5","76.2","68.2","0.0","33.9","206.3","5","7.82","9.65","1.05","15.05","33.59","1","1","41","2.86","10.23"
"2025-05-08","대전유성점",18,"41","41","364","237","144.73","73.68","8.69","67.52","294.62","40","0","203.6","42.9","85.1","75.6","0.0","38.3","242.7","3","16.36","7.15","1.37","13.92","38.82","0","0","41","0.00","16.34"
"2025-05-08","대전유성점",19,"42","42","340","226","131.09","69.30","9.69","60.28","270.36","40","0","149.1","25.3","67.0","56.8","0.0","30.1","225.2","0","13.66","4.72","2.84","15.81","37.03","5","2","37","1.14","13.73"
"2025-05-08","대전유성점",20,"33","34","278","190","123.86","60.38","9.89","49.48","243.61","32","0","140.5","28.6","59.9","52.0","0.0","45.8","246.3","0","7.80","6.36","1.79","13.40","29.37","5","4","29","1.43","8.47"
"2025-05-08","대전유성점",21,"35","35","359","222","265.19","68.62","8.34","65.83","407.98","20","5","150.4","24.4","66.1","59.9","0.0","24.2","232.2","0","8.64","5.35","3.86","13.79","31.65","13","8","22","5.18","6.79"
"2025-05-08","대전유성점",22,"26","26","247","168","134.83","51.32","8.07","47.00","241.22","21","2","146.2","43.0","50.2","53.0","0.0","47.5","204.8","1","8.31","5.72","1.22","11.58","26.84","4","4","22","2.90","6.16"
"2025-05-08","대전유성점",23,"10","10","104","66","10.53","23.94","2.58","16.69","53.74","10","0","-62.9","-56.8","31.3","-37.4","1.0","56.2","-5.6","0","7.86","4.30","1.36","9.67","23.21","1","1","9","3.26","8.34"
"2025-05-08","대전중구점",0,"","","","","","","","","","","","17.5","12.2","4.0","1.3","0.0","0.0","27.5","","","","","","","","","","",""
"2025-05-08","대전중구점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전중구점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전중구점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전중구점",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","대전중구점",5,"","","","","","","","","","","","0.3","0.3","0.0","0.0","33.7","1.3","35.3","","","","","","","","","","",""
"2025-05-08","대전중구점",6,"","","","","","","","","","","","2.9","2.9","0.0","0.0","276.0","11.4","292.4","","","","","","","","","","",""
"2025-05-08","대전중구점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","310.6","6.6","343.3","","","","","","","","","","",""
"2025-05-08","대전중구점",8,"9","9","71","47","21.25","15.70","1.84","10.29","49.08","9","0","35.8","9.9","15.4","10.5","101.7","63.5","210.8","9","9.39","6.64","0.88","10.54","27.48","0","0","9","0.00","10.60"
"2025-05-08","대전중구점",9,"32","33","331","210","88.42","61.20","7.08","38.66","195.36","32","0","133.1","34.7","61.3","37.1","34.7","73.9","290.7","9","6.76","5.45","0.98","11.94","25.14","3","1","30","3.33","7.27"
"2025-05-08","대전중구점",10,"40","41","374","256","74.15","71.18","9.68","47.87","202.88","41","0","156.4","38.5","69.2","48.7","0.6","92.4","320.1","8","6.47","5.15","1.10","12.90","25.64","4","1","37","1.00","7.43"
"2025-05-08","대전중구점",11,"44","44","362","263","176.29","64.80","11.54","44.07","296.70","41","0","139.9","40.2","59.8","39.9","0.0","8.5","170.7","3","6.80","6.27","1.19","15.26","29.54","2","2","42","1.59","6.72"
"2025-05-08","대전중구점",12,"43","43","451","314","223.86","82.09","11.67","59.61","377.23","40","2","203.1","48.8","91.1","63.2","0.0","3.6","344.6","2","6.48","5.16","1.47","14.63","27.76","10","9","33","2.42","4.50"
"2025-05-08","대전중구점",13,"28","28","228","157","49.49","53.75","6.95","45.34","155.53","27","0","116.4","29.0","50.1","37.3","0.0","71.1","189.8","3","8.61","6.41","1.32","13.53","29.89","0","0","28","0.00","9.49"
"2025-05-08","대전중구점",14,"29","29","348","195","41.48","70.34","9.48","45.93","167.23","27","1","177.0","47.2","69.8","60.0","0.0","101.7","289.3","1","7.77","3.94","1.10","11.80","24.64","2","2","27","2.37","6.58"
"2025-05-08","대전중구점",15,"31","32","256","180","37.13","59.10","8.56","41.07","145.86","32","0","173.4","66.5","62.8","44.1","0.1","66.1","301.6","3","6.18","3.59","1.51","14.27","25.56","2","1","30","1.78","5.69"
"2025-05-08","대전중구점",16,"57","59","560","413","190.86","114.54","18.07","79.59","403.06","55","2","270.8","78.2","112.8","79.8","0.0","33.9","387.5","7","7.14","4.40","2.07","13.68","27.30","9","6","50","3.08","6.12"
"2025-05-08","대전중구점",17,"47","49","399","294","172.32","87.76","13.74","71.92","345.74","47","1","215.6","62.1","88.1","65.4","0.0","27.7","257.0","4","7.44","5.82","1.32","13.36","27.95","4","3","45","3.89","7.12"
"2025-05-08","대전중구점",18,"53","53","484","334","169.83","109.15","18.63","84.92","382.53","51","0","287.0","94.1","104.8","88.1","0.0","10.8","307.8","1","15.34","6.16","1.86","15.70","39.06","6","2","47","4.03","16.63"
"2025-05-08","대전중구점",19,"69","69","661","435","520.80","125.74","15.17","81.48","743.19","48","2","255.1","65.2","117.2","72.7","0.0","37.7","415.7","4","15.10","7.92","1.38","15.41","39.65","4","2","65","6.74","13.25"
"2025-05-08","대전중구점",20,"30","30","250","186","62.94","62.82","9.47","46.01","181.24","29","0","205.5","65.0","78.6","61.9","0.7","48.2","273.1","0","7.26","3.76","0.92","13.68","25.64","2","1","28","0.40","5.38"
"2025-05-08","대전중구점",21,"54","55","495","334","242.49","92.31","16.14","57.32","408.26","52","0","181.0","47.3","82.1","51.6","0.0","63.4","301.6","1","6.32","3.85","1.55","11.00","22.74","8","4","47","3.81","3.89"
"2025-05-08","대전중구점",22,"37","37","261","202","134.36","60.13","10.05","32.33","236.87","35","1","159.2","53.1","67.5","38.6","0.0","117.3","298.5","0","7.28","3.25","1.38","10.96","22.89","6","4","31","4.02","5.72"
"2025-05-08","대전중구점",23,"25","25","208","134","39.91","37.04","7.99","18.31","103.25","25","0","-42.7","7.7","-15.9","-34.5","0.3","38.4","6.6","0","7.32","3.30","0.73","11.30","22.67","1","0","24","2.55","7.26"
"2025-05-08","도봉쌍문점",0,"","","","","","","","","","","","8.1","3.8","1.9","2.4","258.4","2.2","285.9","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",1,"","","","","","","","","","","","0.0","0.0","0.0","0.0","174.8","14.4","206.8","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",2,"","","","","","","","","","","","0.0","0.0","0.0","0.0","172.6","6.5","193.4","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",3,"","","","","","","","","","","","0.0","0.0","0.0","0.0","126.9","24.7","171.4","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",4,"","","","","","","","","","","","0.0","0.0","0.0","0.0","165.9","6.3","183.8","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",5,"","","","","","","","","","","","0.2","0.2","0.0","0.0","213.9","8.4","224.0","","","","","","","","","","",""
"2025-05-08","도봉쌍문점",6,"13","13","137","92","45.30","24.94","3.53","17.37","91.14","12","0","69.6","27.0","24.9","17.7","67.7","151.2","461.4","13","7.24","4.87","0.49","12.05","24.67","1","1","12","1.05","5.62"
"2025-05-08","도봉쌍문점",7,"12","12","116","70","11.11","17.47","3.77","14.67","47.02","12","0","54.1","21.9","17.4","14.8","0.0","114.2","212.0","4","7.15","2.70","0.70","14.27","24.83","0","0","12","0.00","5.95"
"2025-05-08","도봉쌍문점",8,"27","27","241","170","29.65","42.41","8.07","31.00","111.13","27","0","122.5","50.1","42.5","29.9","0.5","270.1","421.8","5","8.22","4.68","0.28","12.32","25.52","1","1","26","1.15","9.18"
"2025-05-08","도봉쌍문점",9,"26","27","231","159","21.31","41.93","10.22","37.47","110.93","27","0","118.3","35.7","44.0","38.6","0.0","120.5","250.1","1","7.63","3.93","0.45","10.96","22.98","0","0","27","0.00","7.46"
"2025-05-08","도봉쌍문점",10,"32","32","267","207","26.91","52.68","9.36","45.09","134.04","32","0","136.4","36.4","52.5","47.5","0.0","93.0","287.1","2","6.77","4.88","0.82","12.21","24.70","1","0","31","3.85","7.85"
"2025-05-08","도봉쌍문점",11,"40","40","416","240","85.52","68.50","10.68","65.77","230.47","38","0","153.6","30.7","63.2","59.7","0.0","65.2","294.4","0","7.64","3.67","0.83","12.62","24.78","3","3","37","1.67","6.15"
"2025-05-08","도봉쌍문점",12,"50","50","512","364","183.55","84.44","13.46","74.97","356.42","47","0","194.2","41.7","78.8","73.7","0.0","72.3","327.0","2","8.62","4.74","1.31","13.33","28.03","5","2","45","3.32","7.31"
"2025-05-08","도봉쌍문점",13,"40","41","394","290","87.78","75.31","13.57","64.76","241.42","40","0","191.1","43.9","81.2","66.0","0.0","79.6","272.4","1","6.32","5.46","1.17","14.14","27.11","3","2","38","1.78","6.48"
"2025-05-08","도봉쌍문점",14,"41","41","368","260","102.11","65.58","11.40","56.00","235.09","41","0","178.2","47.0","69.5","61.7","0.7","130.5","321.5","4","7.22","3.99","1.48","16.83","29.54","1","1","40","1.92","5.68"
"2025-05-08","도봉쌍문점",15,"52","54","539","369","145.12","88.73","18.60","54.87","307.32","52","0","193.9","57.5","83.6","52.8","0.0","190.7","391.9","2","5.41","4.02","1.68","14.86","25.99","7","2","47","3.54","4.85"
"2025-05-08","도봉쌍문점",16,"50","50","464","320","124.26","67.43","12.57","36.41","240.67","50","0","183.5","62.2","76.6","44.7","0.0","104.3","288.3","4","6.68","3.63","1.10","14.21","25.64","3","1","48","2.98","6.13"
"2025-05-08","도봉쌍문점",17,"71","71","686","488","367.04","111.92","17.48","63.13","559.57","69","0","234.2","72.0","104.6","57.6","0.0","111.6","404.2","9","7.34","6.33","1.12","13.62","28.43","13","12","58","1.84","7.46"
"2025-05-08","도봉쌍문점",18,"70","70","626","438","294.27","94.86","17.51","59.98","466.62","69","0","249.3","81.4","102.9","65.0","0.0","108.8","473.7","3","7.36","6.05","0.93","16.55","30.91","8","4","62","2.23","7.92"
"2025-05-08","도봉쌍문점",19,"73","73","647","407","158.36","99.50","18.75","57.64","334.25","73","0","240.0","81.6","97.9","60.5","2.7","133.4","435.3","5","12.03","7.32","1.30","15.90","36.57","6","1","67","2.42","16.46"
"2025-05-08","도봉쌍문점",20,"61","61","605","422","161.03","97.49","15.12","57.04","330.68","60","0","220.1","67.0","98.7","54.4","0.0","71.7","351.2","2","9.31","5.99","1.58","13.38","30.27","6","1","55","3.44","11.32"
"2025-05-08","도봉쌍문점",21,"63","64","505","352","156.37","92.05","20.05","48.17","316.64","64","0","206.2","65.4","89.5","51.3","0.0","188.8","430.8","5","7.04","5.12","1.08","14.65","27.91","3","1","61","1.95","7.68"
"2025-05-08","도봉쌍문점",22,"55","55","592","380","76.71","94.97","16.84","51.58","240.10","55","0","212.3","60.6","98.5","53.2","0.0","174.3","388.0","2","7.24","4.95","0.89","13.26","26.35","6","0","49","2.22","9.07"
"2025-05-08","도봉쌍문점",23,"33","35","289","177","55.85","43.95","8.96","23.95","132.71","35","0","-179.7","45.0","-191.0","-33.7","-59.6","105.7","-130.1","0","6.40","2.99","2.03","13.89","25.33","2","1","33","1.25","6.53"
"2025-05-08","동대문제기점",0,"","","","","","","","","","","","64.0","37.0","10.6","16.4","0.0","35.9","143.0","","","","","","","","","","",""
"2025-05-08","동대문제기점",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동대문제기점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동대문제기점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동대문제기점",4,"","","","","","","","","","","","0.0","0.0","0.0","0.0","58.4","12.0","70.6","","","","","","","","","","",""
"2025-05-08","동대문제기점",5,"","","","","","","","","","","","1.4","1.4","0.0","0.0","183.1","6.4","194.7","","","","","","","","","","",""
"2025-05-08","동대문제기점",6,"","","","","","","","","","","","0.0","0.0","0.0","0.0","441.9","26.7","472.5","","","","","","","","","","",""
"2025-05-08","동대문제기점",7,"","","","","","","","","","","","0.0","0.0","0.0","0.0","297.3","56.1","418.1","","","","","","","","","","",""
"2025-05-08","동대문제기점",8,"9","9","103","86","39.24","16.27","2.32","12.48","70.31","8","0","36.6","7.6","16.3","12.7","63.5","109.1","307.4","9","10.07","3.85","2.58","11.17","27.70","0","0","9","0.00","6.13"
"2025-05-08","동대문제기점",9,"54","54","437","302","218.94","93.92","16.67","75.12","404.65","52","0","211.9","50.6","90.2","71.1","0.9","107.9","479.4","19","11.21","3.48","1.16","14.14","30.00","9","4","45","1.61","8.98"
"2025-05-08","동대문제기점",10,"48","48","469","299","268.97","94.19","13.94","75.06","452.16","40","1","193.0","39.9","86.7","66.4","0.0","94.3","379.2","7","9.57","4.83","2.03","14.77","31.23","7","5","41","3.54","6.46"
"2025-05-08","동대문제기점",11,"45","45","454","308","356.19","85.05","12.01","74.18","527.43","25","5","234.7","43.6","99.0","92.1","0.3","76.3","439.1","2","10.55","7.94","1.79","14.68","34.98","7","5","38","3.74","8.74"
"2025-05-08","동대문제기점",12,"47","47","442","307","232.10","106.87","15.62","84.80","439.39","30","2","222.7","48.0","98.3","76.4","0.0","76.6","362.3","3","9.93","6.54","1.54","14.30","32.33","7","4","40","3.67","9.03"
"2025-05-08","동대문제기점",13,"46","47","445","288","166.95","103.97","14.53","77.04","362.49","42","0","236.6","45.7","110.2","80.7","7.8","64.9","309.5","3","10.18","5.25","1.27","16.30","33.03","3","2","44","3.67","8.52"
"2025-05-08","동대문제기점",14,"50","50","592","372","334.58","129.77","14.29","92.99","571.63","32","5","263.4","59.5","117.2","86.7","0.0","50.6","324.5","3","11.47","5.47","2.20","15.80","34.96","15","7","35","4.27","9.73"
"2025-05-08","동대문제기점",15,"43","43","434","289","140.75","101.59","12.90","61.81","317.05","38","1","240.3","56.0","114.5","69.8","0.0","114.7","429.0","7","10.98","3.86","1.80","16.47","33.14","7","5","36","2.87","9.51"
"2025-05-08","동대문제기점",16,"58","58","531","374","272.23","127.08","30.82","86.40","516.53","50","3","272.8","57.3","120.3","95.2","0.0","33.5","365.6","6","10.03","4.06","1.84","15.61","31.56","9","4","49","4.31","6.98"
"2025-05-08","동대문제기점",17,"72","72","627","452","226.52","139.40","26.46","105.91","498.29","70","0","349.1","86.9","154.0","108.2","11.0","181.7","624.2","9","8.60","5.94","1.60","14.97","31.13","5","2","67","1.94","8.36"
"2025-05-08","동대문제기점",18,"96","96","781","577","388.10","165.70","34.14","140.41","728.35","89","2","373.6","81.6","159.3","132.7","0.1","104.5","537.4","7","9.70","7.78","1.81","16.67","35.98","7","1","89","2.05","10.78"
"2025-05-08","동대문제기점",19,"85","85","872","570","324.18","181.09","28.49","117.89","651.65","80","1","428.6","115.9","183.4","129.3","1.2","82.3","582.4","3","19.28","7.05","1.55","15.46","43.37","6","2","79","2.47","20.29"
"2025-05-08","동대문제기점",20,"70","70","664","434","166.94","151.58","27.81","97.14","443.47","67","0","370.2","94.8","163.2","112.2","17.4","77.1","595.3","1","15.04","7.05","1.28","14.13","37.52","1","0","69","3.20","16.05"
"2025-05-08","동대문제기점",21,"75","75","710","475","334.17","152.84","25.60","100.28","612.89","70","1","338.6","90.9","146.8","100.9","0.9","83.9","455.9","2","9.29","7.86","1.43","14.91","33.51","9","6","66","3.13","10.66"
"2025-05-08","동대문제기점",22,"67","68","620","440","422.18","148.77","42.76","92.81","706.52","50","6","316.2","84.0","138.2","94.0","0.0","75.6","392.6","3","10.22","8.04","1.09","13.85","33.21","5","5","62","6.53","8.88"
"2025-05-08","동대문제기점",23,"43","43","435","272","92.82","94.52","14.29","53.49","255.12","42","0","-63.9","-1.0","-64.3","1.4","0.0","68.9","16.6","0","8.64","5.37","1.93","12.73","28.70","3","0","40","4.59","8.13"
"2025-05-08","동작상도점",0,"","","","","","","","","","","","8.0","0.5","0.0","7.5","0.0","24.7","55.0","","","","","","","","","","",""
"2025-05-08","동작상도점",1,"","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","25.1","28.6","","","","","","","","","","",""
"2025-05-08","동작상도점",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동작상도점",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동작상도점",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-05-08","동작상도점",5,"","","","","","","","","","","","0.0","0.0","0.0","0.0","165.5","2.1","171.1","","","","","","","","","","",""
"2025-05-08","동작상도점",6,"","","","","","","","","","","","0.6","0.6","0.0","0.0","151.1","19.4","171.1","","","","","","","","","","",""
"2025-05-08","동작상도점",7,"","","","","","","","","","","","0.8","0.7","0.1","0.0","281.4","13.1","295.5","","","","","","","","","","",""
"2025-05-08","동작상도점",8,"15","15","217","109","112.72","25.82","10.66","16.94","166.14","8","3","66.0","22.8","25.8","17.4","73.3","10.7","150.2","15","11.78","7.70","2.30","14.04","35.85","4","4","11","6.92","14.01"
"2025-05-08","동작상도점",9,"30","30","324","200","94.46","59.68","7.86","40.77","202.77","29","0","139.0","37.2","59.8","42.0","94.5","189.2","446.5","8","9.98","6.18","1.32","11.87","29.36","5","2","25","5.40","12.38"
