"주문일","SKU코드","SKU명","판매량(Unit)"
"2025-03-27","A20002828","목우촌 냉장 국내산소고기 등심 바로구이(대패) 200g",4
"2025-03-27","A20002840","폴앤박 미국산 레몬 3입 (300g)",59
"2025-03-27","A20002843","성주 용암 참외 1kg (3~5입)",37
"2025-03-27","A20002845","감숙왕 필리핀 허니골드 파인애플 800g",97
"2025-03-27","A20002850","스프링팜 미국산 냉장 황제갈비살 200g",52
"2025-03-27","A20002851","미트엔조이 미국산 냉장 초이스 갈비살 400g",4
"2025-03-27","A20002852","미트엔조이 호주산 냉동 목심 샤브샤브용 500g",208
"2025-03-27","A20002870","만인애 취청오이 2입",21
"2025-03-27","A20002912","썬키스트 블랙라벨 고당도 오렌지 5~6입 (1.2kg)",149
"2025-03-27","A20002913","썬키스트 카라카라 핑크 오렌지 5~6입 (1.2kg)",29
"2025-03-27","A20002914","안심이력제 어린이용 세멸치 200g",17
"2025-03-27","A20002997","PSK 미국산 감귤 만다린 큐티 700g",254
"2025-03-27","A20003009","예산 사과 4~6입 (1.2kg)",91
"2025-03-27","A20003012","농협 대추방울토마토 500g/팩",721
"2025-03-27","A20003018","논산양촌농협 아삭이 청상추 200g",19
"2025-03-27","A20003019","논산양촌농협 꽃상추 200g",1171
"2025-03-27","A20003021","우텐더 한우 냉장 등심 구이용 1++(8)등급 이상 250g",1
"2025-03-27","A20003022","우텐더 한우 냉장 보섭살 스테이크 1++(8)등급 이상 250g",4
"2025-03-27","A20003023","우텐더 한우 냉장 삼각살 구이용 1++(8)등급 이상 250g",3
"2025-03-27","A20003025","우텐더 한우 냉장 등심 스테이크 1++(8)등급 이상 250g",3
"2025-03-27","A20003026","우텐더 한우 냉장 정육 국거리용 1++(8)등급 이상 250g",5
"2025-03-27","A20003027","우텐더 한우 냉장 채끝 구이용 1++(8)등급 이상 250g",5
"2025-03-27","A20003028","우텐더 한우 냉장 채끝 스테이크 1++(8)등급 이상 250g",1
"2025-03-27","A20003029","우텐더 한우 냉장 특안심 스테이크 1++(8)등급 이상 250g",4
"2025-03-27","A20003051","국내산 쥬키니 호박(돼지호박) 1입",4
"2025-03-27","A20003053","맑은물에 간편 맑은콩나물국키트 338g",16
"2025-03-27","A20003054","맑은물에 간편 얼큰콩나물국키트 338g",7
"2025-03-27","A20003055","트리벨리 파프리카 2~3입",4
"2025-03-27","A20003065","블랙비프 미국산 초이스 냉장 소갈비살 구이용 200g",7
"2025-03-27","A20003066","블랙비프 미국산 초이스 냉장 살치살 구이용 200g",11
"2025-03-27","A20003076","산수골목장 한돈 냉동 두팩 뒷다리살 잡채용 500g(250g×2입)",22
"2025-03-27","A20003077","산수골목장 한돈 냉동 두팩 뒷다리살 장조림/찜용 500g(250g×2입)",5
"2025-03-27","A20003078","금돼지식당 한돈 냉장 눈꽃목살 400g",1
"2025-03-27","A20003079","금돼지식당 한돈 냉장 등심덧살(가브리살) 구이용 300g",2
"2025-03-27","A20003080","금돼지식당 한돈 냉장 삼겹살 찌개용 400g",3
"2025-03-27","A20003081","금돼지식당 한돈 냉장 본오겹살 400g",1
"2025-03-27","A20003082","금돼지식당 한돈 냉장 두툼칼집삼겹살(오겹살) 500g",5
"2025-03-27","A20003116","과연한우 냉장 갈비살 구이용 1++(9)등급 이상 200g",5
"2025-03-27","A20003117","과연한우 냉장 등심 오마카세 1++(9)등급 이상 300g",9
"2025-03-27","A20003118","과연한우 냉장 사태 찜용 1++(9)등급 이상 200g",9
"2025-03-27","A20003119","과연한우 냉장 살치살 구이용 1++(9)등급 이상 200g",6
"2025-03-27","A20003120","과연한우 냉장 정육 국거리 1++(9)등급 이상 200g",26
"2025-03-27","A20003121","과연한우 냉장 정육 불고기용 1++(9)등급 이상 200g",7
"2025-03-27","A20003122","과연한우 냉장 채끝 구이용 1++(9)등급 이상 200g",11
"2025-03-27","A20003126","팜에이트 애플민트 10g",4
"2025-03-27","A20003128","팜에이트 로즈마리 10g",18
"2025-03-27","A20003131","육미공방 프리미엄 캐나다산 냉장 삼겹살 500g",6
"2025-03-27","A20003132","육미공방 프리미엄 캐나다산 냉장 통삼겹살 500g",7
"2025-03-27","A20003133","육미공방 프리미엄 캐나다산 냉장 목살 500g",5
"2025-03-27","A20003134","육미공방 프리미엄 캐나다산 냉장 통목살 500g",7
"2025-03-27","A20003135","논산 서리태 500g",22
"2025-03-27","A20003136","강진 귀리쌀 500g",13
"2025-03-27","A20003137","국산 팥 420g",4
"2025-03-27","A20003140","돈특 국내산 1등급 한돈 두항정살 300g",17
"2025-03-27","A20003141","돈특 국내산 1등급 한돈 꼬들목살 300g",38
"2025-03-27","A20003142","돈특 국내산 1등급 한돈 뽈살 300g",53
"2025-03-27","A20003155","Dole 스위티오 바나나 (1kg내외)",92
"2025-03-27","A20003166","안심한우 냉동 2등급 우삼겹 구이용 200g",140
"2025-03-27","A20003170","도드람한돈 암퇘지 냉장 등갈비 구이/찜용 500g",6
"2025-03-27","A20003175","하림 IFF 무항생제 닭안심살 다짐육 300g",3
"2025-03-27","A20003185","감숙왕 바나나 1kg",785
"2025-03-27","A20003189","코빅푸드 미국산 급냉 부채살 구이용 450g(소분팩)",12
"2025-03-27","A20003191","코빅푸드 호주산 냉동 소고기 국거리 600g(소분팩)",17
"2025-03-27","A20003194","만인애 깐마늘 100g",15
"2025-03-27","A20003196","만인애 흙감자 500g",22
"2025-03-27","A20003197","공주 정안 컵깐밤 250g",5
"2025-03-27","A20003200","풀무원 동물복지 목초란 15구",66
"2025-03-27","A20003201","극소수 소곱창 160g(소스증정)",4
"2025-03-27","A20003213","국내산 손질 오징어 3마리 (750g 내외)",3
"2025-03-27","A20003225","냉장 서해안 생물 참바지락 600g",12
"2025-03-27","A20003235","하루에 한알 세척사과 4입",298
"2025-03-27","A20003261","만인애 금산인삼 수삼 60g",1
"2025-03-27","A20003262","팜에이트 그린빈스 50g",1
"2025-03-27","A20003273","도드람한돈 암퇘지 냉장 갈비찜용 500g",12
"2025-03-27","A20003274","도드람한돈 암퇘지 냉장 등심 돈까스용 400g",1
"2025-03-27","A20003283","디엠지 친환경 고기용 모듬쌈 200g",2
"2025-03-27","A20003284","디엠지 친환경 상추깻잎 모듬쌈 120g",29
"2025-03-27","A20003290","이플원 냉동 대패삼겹살 600g",42
"2025-03-27","A20003301","육미공방 냉동 눈꽃항정살 300g",15
"2025-03-27","A20003310","논산양촌농협 곰취 120g",3
"2025-03-27","A20003312","논산양촌농협 머위 200g",4
"2025-03-27","A20003313","황금비율 아그로수퍼 냉동 삼겹살 500g",13
"2025-03-27","A20003314","황금비율 아그로수퍼 냉동 목살 500g",7
"2025-03-27","A20003319","냉장 산소포장 완도전복 260g (5마리)",6
"2025-03-27","A20003345","모두유통 상주 샤인머스켓 500g (1송이)",91
"2025-03-27","A20003355","하림 무항생제 IFF 정육(다리살) 1kg",9
"2025-03-27","A20003356","하림 무항생제 IFF 안심 1kg",15
"2025-03-27","A20003359","냉동 흰다리새우살 200g (소/91~120)",14
"2025-03-27","A20003360","냉동 흰다리새우살 200g (중/71~90)",99
"2025-03-27","A20003361","냉동 흰다리새우살 200g (대/51~70)",79
"2025-03-27","A20003362","냉동 흰다리새우살 200g (특대/31~50)",128
"2025-03-27","A20003366","국내산 햇감자 500g(3~6입)",1432
"2025-03-27","A20003391","냉동 자연산 키조개관자 300g",9
"2025-03-27","A20003407","[배민이지] 1등급 무항생제 목초란 15구",28
"2025-03-27","A20003411","엔씽 뿌리가 살아있는 로메인 120g",43
"2025-03-27","A20003412","엔씽 뿌리가 살아있는 바타비아 120g",10
"2025-03-27","A20003413","엔씽 뿌리가 살아있는 버터헤드 110g",10
"2025-03-27","A20003415","엔씽 뿌리가 살아있는 스윗바질 15g",3
"2025-03-27","A20003417","엔씽 뿌리가 살아있는 딜 10g",35
"2025-03-27","A20003421","신선누리 알배기 배추 1입(650g 이상)",322
"2025-03-27","A20003430","미트엔조이 소스와 볶아먹는 매콤달달 제육볶음 500g(소스 포함)",13
"2025-03-27","A20003442","[배민이지] 무항생제 백색 대란 30구",221
"2025-03-27","A20003497","코빅푸드 미국산 냉동 도톰 차돌박이 200g",16
"2025-03-27","A20003498","엑셀비프 미국산 냉장 초이스 부채살 구이용 200g",143
"2025-03-27","A20003501","미트포유 냉동 옛날 삼겹살 600g",45
"2025-03-27","A20003502","미트포유 냉동 대패 삼겹살 600g",11
"2025-03-27","A20003508","간편 손질 오징어 슬라이스 300g",29
"2025-03-27","A20003517","들녘지기 사과 5~7입 (1.2kg)",18
"2025-03-27","A20003549","청원생명농협 황토맥쌀 4kg",8
"2025-03-27","A20003550","팜에이트 스피니치 블렌드 300g",40
"2025-03-27","A20003560","카무트 500g",9
"2025-03-27","A20003604","한국양계농협 1등급 무항생제 대란 30구",312
"2025-03-27","A20003605","한국양계농협 1등급 무항생제 특란 30구",199
"2025-03-27","A20003608","수플린 태국 골드망고 2입 (650g)",17
"2025-03-27","A20003622","저스트그린 캐비지 샐러드 65g",19
"2025-03-27","A20003623","저스트그린 파프리카 샐러드 75g",265
"2025-03-27","A20003624","저스트그린 부드러운 샐러드 65g",74
"2025-03-27","A20003625","저스트그린 아삭아삭 샐러드 65g",48
"2025-03-27","A20003634","팜에이트 비건인증 채소믹스 1kg",5
"2025-03-27","A20003635","팜에이트 레드채소믹스 300g",18
"2025-03-27","A20003640","양촌농협 아삭아삭 이색상추 200g",9
"2025-03-27","A20003641","국내산 실속 당근 1kg",48
"2025-03-27","A20003642","국내산 백다다기 오이 3입",18
"2025-03-27","A20003652","강원 대화농협 두백 감자 2kg",28
"2025-03-27","A20003661","하남돼지집 한돈 냉장 구이모둠(삼겹살, 목살, 앞다리살) 600g",78
"2025-03-27","A20003685","풀무원 동물복지 초란 10구",34
"2025-03-27","A20003709","하남돼지집 한돈 암퇘지 냉장 앞다리살 찌개용 400g",24
"2025-03-27","A20003710","하남돼지집 한돈 암퇘지 냉장 뒷다리살 찌개용 400g",9
"2025-03-27","A20003711","무항생제 한돈 냉장 뒷다리 찌개용 500g(1등급이상 암퇘지)",594
"2025-03-27","A20003712","냉장 남해안 홍가리비 700g",6
"2025-03-27","A20003718","애드스윗 스테비아 망고향 완숙토마토 1kg",13
"2025-03-27","A20003719","국내산 친환경 깐당근 500g",12
"2025-03-27","A20003747","만인애 GAP 추부깻잎 30g",1177
"2025-03-27","A20003760","새벽시장 설향 딸기 500g",54
"2025-03-27","A20003761","새벽시장 금실 딸기 500g",25
"2025-03-27","A20003770","도드람한돈 냉장 사태 수육용 1kg(수육용 시즈닝 증정)",6
"2025-03-27","A20003771","도드람한돈 냉장 삼겹살 수육용 1kg(수육용 시즈닝 증정)",11
"2025-03-27","A20003772","도드람한돈 냉장 앞다리 수육용 1kg(수육용 시즈닝 증정)",6
"2025-03-27","A20003778","간편한 국내산 냉동 손질꽃게 500g",26
"2025-03-27","A20003796","PSK 칠레산 생 체리 250g (10row)",53
"2025-03-27","A20003799","행복한 엄마밥상쌀 1kg",59
"2025-03-27","A20003812","수라예찬 냉장 국내산 손질 간장게장 800g",20
"2025-03-27","A20003815","한국양계농협 대란 20구",21
"2025-03-27","A20003816","한국양계농협 특란 20구",9
"2025-03-27","A20003835","[배민이지] 새콤 아삭한 쌈무 350g",118
"2025-03-27","A20003842","농사꾼 메뚜기쌀 10kg",21
"2025-03-27","A20003844","대왕님표 여주쌀 10kg",8
"2025-03-27","A20003846","불릴필요없고 씻어나온 현미 2kg",15
"2025-03-27","A20003847","불릴필요없고 씻어나온 찰현미 2kg",3
"2025-03-27","A20003851","THE듬뿍 양념 돼지 칼집 왕구이 1kg",507
"2025-03-27","A20003861","Dole 베트남 바나나 (1.2kg내외)",32
"2025-03-27","A20003864","오늘의곡물 콩이없는 부드러운 혼합8곡 2kg(pet)",16
"2025-03-27","A20003867","도드람한돈 암퇘지 냉장 등심 다짐육 400g",9
"2025-03-27","A20003868","도드람한돈 암퇘지 냉장 등심 채썰기 400g",2
"2025-03-27","A20003869","진한 육수 통채로 급냉한 자숙 바지락 500g",40
"2025-03-27","A20003894","목우촌 암퇘지 한돈 냉장 삼겹살 구이용 600g",61
"2025-03-27","A20003895","목우촌 암퇘지 한돈 냉장 목살 구이용 600g",111
"2025-03-27","A20003896","목우촌 암퇘지 한돈 냉장 앞다리살 찌개용 600g",14
"2025-03-27","A20003897","목우촌 암퇘지 한돈 냉장 뒷다리살 찌개용 600g",79
"2025-03-27","A20003906","[배그니처] 동물복지 유기농 1번 유정란 10구",98
"2025-03-27","A20003907","유정마을 동물복지 무항생제 1번 유정란 10구",153
"2025-03-27","A20003908","유정마을 동물복지 무항생제 유정란 10구",33
"2025-03-27","A20003909","유정마을 동물복지 무항생제 유정란 중란 10구",23
"2025-03-27","A20003920","PSK 칠레산 생 블루베리 310g",22
"2025-03-27","A20003923","냉장 생물 해삼 120g",1
"2025-03-27","A20003929","만인애 풋고추 3입 이상 30g",8
"2025-03-27","A20003930","만인애 흙감자 1입 150g",49
"2025-03-27","A20003932","송이애느타리버섯 100g",2072
"2025-03-27","A20003933","신선누리 간편부추 40g",17
"2025-03-27","A20003937","박수진 생산자의 은향 유기농 딸기 350g",4
"2025-03-27","A20003944","국내산 당근 1입 200g",392
"2025-03-27","A20003946","만인애 깐마늘 30g",58
"2025-03-27","A20003947","만인애 깐쪽파 50g",224
"2025-03-27","A20003948","만인애 깻잎 1속 10g",64
"2025-03-27","A20003950","만인애 오이맛고추 4입 이상 100g",112
"2025-03-27","A20003951","만인애 청상추 50g",264
"2025-03-27","A20003952","만인애 청양고추 3입 이상 30g",128
"2025-03-27","A20003955","신선한우 냉장 정육 국거리용 1+등급 300g",155
"2025-03-27","A20003956","신선한우 냉장 정육 다짐육 1+등급 300g",94
"2025-03-27","A20003959","화산농협 해남 꿀밤고구마 800g",53
"2025-03-27","A20003984","팜메이커스 구이용 모듬버섯 300g",3
"2025-03-27","A20003985","팜메이커스 노루궁뎅이버섯 1입 70g",185
"2025-03-27","A20003986","팜메이커스 느타리버섯 300g",16
"2025-03-27","A20003987","팜메이커스 무농약 만가닥 콤비버섯 300g",8
"2025-03-27","A20003989","팜메이커스 무농약 실속 표고버섯300g",41
"2025-03-27","A20003991","팜메이커스 무농약 표고버섯 150g",247
"2025-03-27","A20003992","팜메이커스 무농약 표고버섯 400g",7
"2025-03-27","A20003993","팜메이커스 미니 양송이버섯 150g",105
"2025-03-27","A20003994","팜메이커스 새송이버섯 400g",36
"2025-03-27","A20003995","팜메이커스 샤브용 모듬버섯 450g",5
"2025-03-27","A20003996","팜메이커스 손질 새송이버섯 180g",164
"2025-03-27","A20003997","팜메이커스 송화고 150g",2
"2025-03-27","A20003998","팜메이커스 양송이버섯 150g",21
"2025-03-27","A20003999","팜메이커스 찌개용 모듬버섯 300g",4
"2025-03-27","A20004002","THE듬뿍 언양식 소불고기 400g",192
"2025-03-27","A20004003","THE듬뿍 양념 한입 소 찜갈비 500g",1
"2025-03-27","A20004005","썬키스트 나 혼자 미국 레몬 1입 (100g)",56
"2025-03-27","A20004008","김포금쌀 고시히카리 4kg",4
"2025-03-27","A20004009","미트엔조이 만능 대패 삼겹살 1kg",28
"2025-03-27","A20004012","과일 디저트 완숙토마토 200g (2입)",171
"2025-03-27","A20004036","달달한 꿀밤고구마 1.5kg (봉)",5
"2025-03-27","A20004037","밀양 GAP 모닝고추 200g",1
"2025-03-27","A20004057","스윗볼 대추방울토마토 500g",8
"2025-03-27","A20004071","껍질까기 쉬운 자연산 붉은새우 300g",13
"2025-03-27","A20004076","만세보령농협 빛고운 황진쌀 4kg",17
"2025-03-27","A20004080","수플린 태국 마하차녹 무지개 망고 2입 (700g)",20
"2025-03-27","A20004087","프리미엄 통영 국물용 멸치 300g",1
"2025-03-27","A20004090","원양산 냉동 손질 오징어 500g (2~3미)",107
"2025-03-27","A20004095","CJ 행복한콩 아삭한 안심 콩나물 300g",1897
"2025-03-27","A20004101","우리흑돈 냉장 뒷다리살 찌개용 300g",107
"2025-03-27","A20004102","우리흑돈 냉장 삼겹살(오겹살) 구이용 300g",13
"2025-03-27","A20004103","우리흑돈 냉장 한입 등갈비 300g",2
"2025-03-27","A20004107","우리흑돈 냉장 목살큐브 300g",6
"2025-03-27","A20004108","우리흑돈 냉장 삼겹살 찌개용 300g",6
"2025-03-27","A20004109","우리흑돈 냉장 뒷다리살 불고기용 300g",14
"2025-03-27","A20004118","가열조리용 익혀먹는 냉장 통영 싱싱 생굴 150g",33
"2025-03-27","A20004119","통영 제철 냉장 생멍게 120g",6
"2025-03-27","A20004125","은향 유기농 작은 딸기 24입 (430g내외)",3
"2025-03-27","A20004130","손질된 동태 700g",15
"2025-03-27","A20004132","미트엔조이 호주산 냉동 차돌양지 샤브용 500g",78
"2025-03-27","A20004144","신선누리 유채나물 150g",5
