"CENTER_NAME","실사명","SKU_CODE","구분","계획 UNIT","실사 UNIT"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000295","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000298","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000622","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000928","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000932","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000934","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20000936","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001007","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001208","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001313","품질관리팀","5","5"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001479","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001571","품질관리팀","11","1"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001745","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001748","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001783","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001854","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001855","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001984","품질관리팀","33","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20001987","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20002338","품질관리팀","73","36"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20002706","품질관리팀","17","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20002707","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20002914","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003118","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003120","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003273","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003366","품질관리팀","40","9"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003711","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003747","품질관리팀","13","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003895","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003944","품질관리팀","20","7"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003952","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20003959","품질관리팀","3","3"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20004101","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20004109","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20004151","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20004261","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A20004269","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001296","품질관리팀","11","11"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001304","품질관리팀","9","9"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001695","품질관리팀","24","24"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001744","품질관리팀","27","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001793","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21001796","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21002020","품질관리팀","11","11"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21002314","품질관리팀","28","12"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21002785","품질관리팀","7","6"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21002845","품질관리팀","10","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21003040","품질관리팀","10","10"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21003186","품질관리팀","5","5"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21003292","품질관리팀","12","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21003293","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21004642","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21004643","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005204","품질관리팀","6","6"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005207","품질관리팀","34","34"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005335","품질관리팀","14","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005420","품질관리팀","2","1"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005597","품질관리팀","20","20"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005600","품질관리팀","13","13"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005635","품질관리팀","4","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21005637","품질관리팀","17","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21006029","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21006030","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21006555","품질관리팀","13","13"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21007708","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21007775","품질관리팀","5","5"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21007934","품질관리팀","12","12"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21007942","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21008050","품질관리팀","19","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21009398","품질관리팀","10","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21009607","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21009609","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21009610","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21010434","품질관리팀","11","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21010465","품질관리팀","12","8"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21010738","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21011027","품질관리팀","7","7"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21011032","품질관리팀","14","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21011394","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012045","품질관리팀","81","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012046","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012397","품질관리팀","14","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012447","품질관리팀","19","18"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012672","품질관리팀","16","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012883","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21012917","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013138","품질관리팀","17","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013139","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013140","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013142","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013892","품질관리팀","10","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013893","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21013958","품질관리팀","6","6"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014138","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014291","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014301","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014330","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014331","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21014613","품질관리팀","7","7"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21015272","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21015494","품질관리팀","3","3"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21015611","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21015808","품질관리팀","25","25"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21015984","품질관리팀","6","6"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016040","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016041","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016042","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016373","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016442","품질관리팀","31","31"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016545","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21016911","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017054","품질관리팀","20","7"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017361","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017567","품질관리팀","3","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017592","품질관리팀","5","5"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017593","품질관리팀","3","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21017920","품질관리팀","16","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018020","품질관리팀","23","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018021","품질관리팀","99","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018137","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018138","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018205","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018206","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018376","품질관리팀","8","8"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018470","품질관리팀","2","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018707","품질관리팀","9","9"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018708","품질관리팀","7","6"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018714","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018723","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018725","품질관리팀","5","5"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21018840","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019127","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019288","품질관리팀","8","8"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019492","품질관리팀","19","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019493","품질관리팀","25","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019506","품질관리팀","13","10"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019928","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21019978","품질관리팀","4","1"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21020550","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21020760","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21020988","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021139","품질관리팀","3","3"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021141","품질관리팀","6","10"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021142","품질관리팀","3","3"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021555","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021556","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21021606","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022036","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022121","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022122","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022123","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022124","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022125","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022279","품질관리팀","10","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022326","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022366","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","A21022424","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000020","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000022","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000057","품질관리팀","8","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000127","품질관리팀","8","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000134","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000181","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000208","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000219","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000221","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000317","품질관리팀","9","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000435","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000439","품질관리팀","5","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000447","품질관리팀","10","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000448","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000449","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000450","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0000504","품질관리팀","6","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001010","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001244","품질관리팀","2","2"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001245","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001413","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001681","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001682","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001859","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001860","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001874","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001875","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0001876","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002029","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002030","품질관리팀","2","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002031","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002170","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002248","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002271","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002273","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002458","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002463","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002465","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002509","품질관리팀","7","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002615","품질관리팀","4","4"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002631","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002632","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002633","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0002698","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003040","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003233","품질관리팀","7","7"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003641","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003642","품질관리팀","3","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003688","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003689","품질관리팀","4","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003690","품질관리팀","1","NULL"
"강남논현점","품질지킴이_품관실사_4주차(1)","S0003868","품질관리팀","3","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000294","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000294","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000298","품질관리팀","12","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000298","품질관리팀","12","12"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000622","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000831","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000853","품질관리팀","12","10"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000905","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000928","품질관리팀","16","3"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000928","품질관리팀","16","11"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000932","품질관리팀","13","11"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000932","품질관리팀","13","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000934","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000934","품질관리팀","2","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20000936","품질관리팀","12","11"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000936","품질관리팀","12","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000956","품질관리팀","2","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20000958","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001008","품질관리팀","2","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001096","품질관리팀","3","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001143","품질관리팀","45","42"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001144","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001174","품질관리팀","1","1"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001208","품질관리팀","5","5"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001218","품질관리팀","3","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001219","품질관리팀","2","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001246","품질관리팀","3","3"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001271","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001308","품질관리팀","1","1"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001313","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001455","품질관리팀","13","12"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001479","품질관리팀","5","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001479","품질관리팀","5","5"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001522","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001547","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001552","품질관리팀","5","5"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001571","품질관리팀","5","3"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001571","품질관리팀","5","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001610","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001618","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001661","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001697","품질관리팀","2","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001699","품질관리팀","4","4"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001745","품질관리팀","6","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001747","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001748","품질관리팀","4","4"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001748","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001817","품질관리팀","37","37"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001844","품질관리팀","4","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001855","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001901","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001960","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20001984","품질관리팀","29","29"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20001986","품질관리팀","20","17"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002058","품질관리팀","3","3"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002074","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002137","품질관리팀","5","5"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002138","품질관리팀","3","3"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002154","품질관리팀","3","3"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20002338","품질관리팀","69","54"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002389","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002428","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002466","품질관리팀","4","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002480","품질관리팀","24","21"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002508","품질관리팀","32","30"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002568","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002645","품질관리팀","1","1"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20002706","품질관리팀","22","20"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20002707","품질관리팀","2","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002707","품질관리팀","2","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002744","품질관리팀","8","7"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002761","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002807","품질관리팀","3","3"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002828","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002840","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002913","품질관리팀","3","3"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20002914","품질관리팀","7","5"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20002997","품질관리팀","5","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003009","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003021","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003023","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003028","품질관리팀","1","1"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003079","품질관리팀","1","1"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003116","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003116","품질관리팀","2","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003117","품질관리팀","6","6"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003119","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003121","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003131","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003132","품질관리팀","3","3"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003197","품질관리팀","2","2"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003274","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003319","품질관리팀","1","1"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003366","품질관리팀","98","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003366","품질관리팀","98","85"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003661","품질관리팀","4","4"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003661","품질관리팀","4","4"
"강서화곡점","품질지킴이_랜덤실사_4주차(1)","A20003709","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003709","품질관리팀","1","NULL"
"강서화곡점","품질지킴이_품관실사_4주차(1)","A20003710","품질관리팀","1","1"
