"ORDER_DATE","CENTER_NAME","실사명","SKU_CODE","구분","계획 UNIT","실사 UNIT","confirmed","confirmed_date","inspected_total_quantity"
"2025-02-03","금천독산점","수량실사/1000","A20000128","수량","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000173","보증","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000352","수량","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000456","보증","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/300","A20000592","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000683","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000686","수량","9","9","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000687","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000691","수량","8","8","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000757","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000759","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000827","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000853","수량","6","6","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000854","수량","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000932","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000934","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000936","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20000956","보증","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20000987","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/300","A20000993","수량","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001003","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001096","보증","7","7","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001097","보증","6","6","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001100","수량","6","6","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001102","수량","3","3","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001143","보증","21","21","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001144","보증","8","8","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001174","보증","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001201","수량","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001203","수량","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/300","A20001207","수량","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001208","보증","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001246","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001254","수량","11","11","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001307","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001308","보증","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001376","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001449","수량","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001450","수량","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001452","수량","11","11","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001479","보증","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001530","수량","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001533","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001539","보증","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001560","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001572","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001646","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001663","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001698","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001746","수량","4","4","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001747","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001758","수량","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001817","보증","7","7","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20001953","수량","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001984","보증","5","5","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20001985","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20002069","보증","3","3","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20002071","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20002075","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU(200)","A20002077","보증","9","9","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002091","수량","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002154","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002162","수량","1","1","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002163","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002170","수량","39","39","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002178","수량","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002236","수량","7","7","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002258","수량","9","9","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002313","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002326","보증","12","12","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002338","수량","20","20","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002411","수량","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002414","보증","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/1000","A20002426","수량","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002466","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002480","보증","9","9","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002706","보증","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002707","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20002763","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003023","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003025","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003027","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003029","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003117","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003273","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003589","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003590","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003625","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003670","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003710","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003711","보증","25","25","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003770","보증","6","6","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003851","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003867","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003956","보증","3","3","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20003996","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004002","보증","9","9","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004101","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004107","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004109","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004150","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004164","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004177","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004179","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004241","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004284","보증","5","5","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A20004323","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001358","보증","34","34","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001578","보증","12","12","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001579","보증","12","12","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001711","보증","9","9","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001712","보증","6","6","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21001793","보증","14","14","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21002523","보증","8","8","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21002529","보증","10","10","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21003191","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21003292","보증","8","8","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21003598","보증","15","15","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21003608","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21005634","보증","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21005657","보증","13","13","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21006166","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21006480","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21007818","보증","12","12","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21009776","보증","6","6","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21010306","보증","3","3","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21010459","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21010463","보증","8","8","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21010465","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21010625","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011009","보증","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011032","보증","9","9","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011228","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011681","보증","12","12","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011734","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21011782","보증","5","5","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21012105","보증","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21012339","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21012404","보증","4","4","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21013034","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","A21013871","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0000804","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0000805","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0000806","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0001003","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0002002","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0002003","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0002142","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0002820","보증","2","2","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0003007","보증","1","1","0",null,null
"2025-02-03","금천독산점","보증기간 30일 실사 SKU","S0003323","보증","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/300","S0003748","수량","3","3","0",null,null
"2025-02-03","금천독산점","수량실사/300","S0004176","수량","2","2","0",null,null
"2025-02-03","금천독산점","수량실사/300","S0004446","수량","9","9","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000083","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000090","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000128","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000141","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000147","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000149","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000150","고가품","3","3","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A12000217","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A17000298","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A18001837","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A21010499","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A21014740","고가품","1","1","0",null,null
"2025-02-03","동작상도점","월말실사_D07/민규","A21022443","기타","5","5","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A23000141","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005234","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005288","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005289","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005290","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005543","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005550","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005557","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005677","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005680","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005688","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005737","고가품","2","2","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38005810","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38006154","고가품","3","3","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38006305","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38006406","고가품","1","1","0",null,null
"2025-02-03","동작상도점","고가품_OP/이찬형","A38006424","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000083","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000085","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000089","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000094","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000095","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000128","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000141","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000149","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000150","고가품","3","3","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000170","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A12000171","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A17000298","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A17000446","고가품","3","3","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A18001837","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A23000141","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005158","고가품","3","3","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005235","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005288","고가품","3","3","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005289","고가품","5","5","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005290","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005471","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005680","고가품","3","3","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38005688","고가품","1","1","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38006154","고가품","2","2","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38006424","고가품","4","4","0",null,null
"2025-02-03","영등포신길점","고가품_OP/김진영","A38006523","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A12000063","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A12000219","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A17000446","고가품","4","4","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A23000141","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005235","고가품","2","2","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005236","고가품","2","2","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005542","고가품","2","2","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005680","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005710","고가품","1","1","0",null,null
"2025-02-03","울산남구점","고가품/김슬기","A38005810","고가품","3","3","0",null,null
"2025-02-03","인천기지","","A21012755","기타","256","255","1","2025-02-03 00:24:52.365027000",null
"2025-02-03","평택점","수량실사_500SKU_3","A20001643","수량","6","6","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A12000085","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A12000094","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A12000095","고가품","2","2","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A12000128","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A12000219","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A38005540","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A38005551","고가품","2","2","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","A38005877","고가품","1","1","0",null,null
"2025-02-04","강남논현점","고가품실사_마감","S0003890","고가품","2","2","0",null,null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A20000735","수량","47","47","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A20002396","수량","5","5","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A20003155","수량","1","1","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A20003185","수량","11","11","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A20003861","수량","1","1","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","A21001625","수량","1","1","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강남압구정점","보증실사(2)/전성미","A21001957","보증","20","20","1","2025-02-04 03:59:36.145694000",null
"2025-02-04","강남압구정점","보증실사(2)/전성미","A21004202","보증","2","2","1","2025-02-04 03:59:36.145694000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21011132","보증","1","1","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21013092","보증","2","2","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21013093","보증","4","4","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21015063","보증","4","4","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21016996","보증","5","5","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","보증실사(3)/전성미","A21017614","보증","24","24","1","2025-02-04 05:36:30.389439000",null
"2025-02-04","강남압구정점","수량실사(4)/안주현","S0003735","수량","4","4","1","2025-02-04 03:58:52.448723000",null
"2025-02-04","강서화곡점","고가품_CL/오경주","A12000054","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A12000064","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A12000084","고가품","2","2","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A12000094","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A12000150","고가품","4","4","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A17000298","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A18001837","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38005290","고가품","2","2","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38005550","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38005551","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38005581","고가품","1","1","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38005686","고가품","2","2","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38006154","고가품","3","3","0",null,null
"2025-02-04","강서화곡점","고가품_CL/오경주","A38006406","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000054","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000063","고가품","3","3","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000064","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000095","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000097","고가품","2","2","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000149","고가품","2","2","0",null,null
"2025-02-04","수원인계점","고가품_CL","A12000150","고가품","3","3","0",null,null
"2025-02-04","수원인계점","고가품_CL","A17000298","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A18001837","고가품","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20000189","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20001087","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20001643","수량","3","3","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20001652","수량","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20002179","수량","14","14","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20002997","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003284","수량","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003517","수량","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003989","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003991","수량","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003992","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003993","수량","3","3","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20003995","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20004161","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20004167","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20004233","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A20004238","수량","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A21010499","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A21014738","고가품","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","A21015868","수량","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A38005290","고가품","3","3","0",null,null
"2025-02-04","수원인계점","고가품_CL","A38005680","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A38005810","고가품","1","1","0",null,null
"2025-02-04","수원인계점","고가품_CL","A38006406","고가품","3","3","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0001455","수량","3","3","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0001486","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0001527","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0001646","수량","2","2","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0003740","수량","1","1","0",null,null
"2025-02-04","수원인계점","수량실사_0204_4","S0004447","수량","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000083","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000085","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000089","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000094","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000095","고가품","2","2","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000128","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000141","고가품","1","1","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000149","고가품","2","2","0",null,null
"2025-02-04","영등포신길점","고가품_CL/김진영","A12000150","고가품","3","3","0",null,null
